Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Bupa,Clinic,,,,-37.818672,144.950095,Australia
Burleigh Heads Medical Centre,Clinic,+61 7 5535 1844,,,-28.090279,153.446761,Australia
Burnie GP Superclinic,Clinic,,,,-41.040589,145.876295,Australia
Byron Osteopathic Care,Clinic,,,,-28.686407,153.611404,Australia
Byron South Physiotherapy,Clinic,,,,-28.690038,153.610426,Australia
CQ Eye,Clinic,,,,-23.368183,150.520853,Australia
CSCAN Radiology,Clinic,,,,-32.9658,151.695651,Australia
Camooweal Primary Health Care Clinic,Clinic,,,,-19.917908,138.121966,Australia
Campsie Family Medical Centre,Clinic,,,,-33.912765,151.103906,Australia
Cannington Medical Centre,Clinic,+61 8 9356 7556,,"8-10 Hamilton Street, 6107",-32.012131,115.924883,Australia
Capital Radiology Frankston,Clinic,+61 3 8770 7988,,59 Beach Street,-38.142362,145.130897,Australia
Cardigan House Consulting Suites,Clinic,,,"96 Cardigan Street, 3053",-37.800463,144.966041,Australia
Carewell Medical Centre,Clinic,+61 3 9590 9955,,"11 Narelle Drive, 3195",-38.022235,145.117315,Australia
Central City Community Health Service,Clinic,,,,-37.806722,144.960682,Australia
Central Medical Bundaberg,Clinic,,,,-24.879387,152.354391,Australia
Chatswood Medical & Dental Centre,Clinic,+61 2 9413 2222,,,-33.795184,151.187373,Australia
Chest Clinic Building,Clinic,,,"275 North Terrace, 5000",-34.921406,138.608176,Australia
Child Health Clinic,Clinic,,,,-35.234449,149.103272,Australia
Chiro & SportsMed.,Clinic,,,,-33.833634,151.127356,Australia
Chiro Life,Clinic,,,,-37.789411,145.166554,Australia
Christine Avenue Medical Centre,Clinic,,,,-28.085734,153.423811,Australia
Classic Way Family Practice,Clinic,,,"6 Classic Way, 4220",-28.099564,153.424009,Australia
Clinpath Collection Centre,Clinic,+61 8 8366 2088,,Bartley Terrace,-34.86014,138.489293,Australia
Collins St Medical Center,Clinic,,,"267 Collins Street, 3000",-37.816109,144.965076,Australia
Community Health Centre,Clinic,,,,-32.403509,152.210409,Australia
Connect Health + Movement,Clinic,+61 3 9376 1600,,,-37.787421,144.929435,Australia
Cootamundra Primary Health Centre,Clinic,,,MacKay Street,-34.635242,148.013808,Australia
Corowa Mediclinic,Clinic,,,"48 Queen Street, 2646",-35.99722,146.390473,Australia
Cosmo Newberry Clinic,Clinic,,,,-27.994575,122.896012,Australia
Craigie Medical & Dental Centre,Clinic,,,,-31.784396,115.765987,Australia
Currambine Family Practice,Clinic,,,,-31.738812,115.738371,Australia
Darebin Community Health,Clinic,+61 3 9403 1200,,,-37.7699,145.001264,Australia
Daya X-Ray & Ultrasound Centre,Clinic,,,,-31.830008,115.840106,Australia
Deepdene Medical Centre,Clinic,,,77 Whitehorse Road,-37.810784,145.06522,Australia
Denture Clinic,Clinic,,,,-37.882585,144.699924,Australia
Dermatology,Clinic,,,,-27.389523,153.031118,Australia
Diamond Bridge Clinic,Clinic,+61 7 3807 0067,,,-27.717583,153.199625,Australia
Dingley Eye Centre,Clinic,,,,-37.984415,145.133356,Australia
Dorevitch Pathology,Clinic,,,"204 Canterbury Road, 3130",-37.8333,145.156935,Australia
Dorset Specialist Centre,Clinic,,,"167 Derby Street, 3044",-37.724101,144.946884,Australia
Dr Bach's Medical Clinic,Clinic,,,"76 Nicholson Road, 3011",-37.799159,144.899539,Australia
Dr Daniel Traum,Clinic,,,,-37.853047,145.041811,Australia
Dr Johannes Kern,Clinic,,,"15 Collins Street, 3000",-37.813697,144.973227,Australia
Dr Uday Dixit,Clinic,,,"400 Springvale Road, 3150",-37.890426,145.164177,Australia
Dubbo Community Health Centre,Clinic,,,,-32.255706,148.617614,Australia
Eastbound Medical Clinic,Clinic,+61 3 9579 3522,,"179 East Boundary Road, 3165",-37.920022,145.058647,Australia
Eastbrooke Family Medical Centre,Clinic,,,"1 Santa Maria Court, 4220",-28.076355,153.423311,Australia
Eastern Chinese Medical Centre,Clinic,,,"280 Springvale Road, 3150, AU",-37.882343,145.165586,Australia
Eastside Medical Centre,Clinic,,,,-24.852457,152.380922,Australia
Eaton Medical Centre,Clinic,,,,-33.321275,115.715301,Australia
Endeavour Hills Medical Centre,Clinic,+61 3 9700 7777,,"92 Matthew Flinders Avenue, 3802",-37.976166,145.260255,Australia
Endeavour Hills Specialist Clinic,Clinic,,,,-37.978991,145.259367,Australia
Errol Street Medical Centre,Clinic,+61 3 9329 7011,,"65 Errol Street, 3051, AU",-37.803577,144.949316,Australia
Errol Street Spinal & Sport Therapy,Clinic,+61 3 9329 9988,info@errolstphysio.com.au,"52 Errol Street, 3051, AU",-37.803895,144.949701,Australia
Eucla Health Centre,Clinic,,,,-31.6764,128.888702,Australia
Eye Surgery,Clinic,,,,-33.922802,150.926691,Australia
Fairfield Medical Centre,Clinic,,,,-33.869754,150.957843,Australia
Finke Health Centre,Clinic,,,,-25.580865,134.576256,Australia
Fitzgerald Medical Practice,Clinic,,,,-31.931361,115.859015,Australia
Forest Hill Medical & Dental Centre,Clinic,,,"490-524 Springvale Road, 3131",-37.848774,145.169818,Australia
Fortus Physiotherapist,Clinic,,,,-27.385724,153.030421,Australia
Four Treasures Traditional Chinese Medicine,Clinic,,,,-12.400168,130.852129,Australia
Frontline Medical Centre,Clinic,,,"58 Ross Street, 2151",-33.808052,151.009947,Australia
GP Axis Munno Para,Clinic,+61 8 8254 7700,,14 Anderson Walk,-34.681963,138.689315,Australia
Geelong Day Surgery,Clinic,+61 3 5222 1560,,,-38.096517,144.355065,Australia
Georgetown Primary Health Centre,Clinic,+61 7 4062 1266,,"High Street, 4871",-18.292148,143.547178,Australia
Gisborne Medical Centre,Clinic,,,,-37.484706,144.589762,Australia
Glen Osmond Surgicentre,Clinic,,,46 Glen Osmond Road,-34.942727,138.619562,Australia
Gold Coast Office Park,Clinic,,,,-27.985386,153.383795,Australia
Gonnet Chiropractic,Clinic,,,,-27.242026,153.026176,Australia
Goonellabah Medical Centre,Clinic,+61 2 6625 0000,,"616 Ballina Road, 2480",-28.817468,153.324689,Australia
Grace Skin & Vein Centrw,Clinic,,,,-24.862246,152.366907,Australia
Grays Chiropractor,Clinic,,,,-21.143921,149.189029,Australia
Gregory Street Psychology,Clinic,+61 3 6224 7877,,"16A Gregory Street, 7005",-42.895717,147.32627,Australia
Griffin Medical Centre,Clinic,,,,-27.262077,153.027398,Australia
Guildford Road Medical Centre,Clinic,,,"268 Guildford Road, 2161",-33.854515,150.988202,Australia
Hahndorf Surgery,Clinic,,,,-35.030131,138.810373,Australia
Health Clinic,Clinic,,,,-13.218659,136.39201,Australia
Health Plus Medical Centre,Clinic,,,,-33.9656,151.134307,Australia
Health Watch Clinics,Clinic,,,,-32.090181,115.868898,Australia
Hearwell Now Hearing Clinic,Clinic,,,,-27.385746,153.030523,Australia
Henderson Medical Clinic,Clinic,,,,-37.982113,145.164838,Australia
Hills Doctors,Clinic,,,"16 Adelphi Street, 2155",-33.682681,150.917107,Australia
Hillview Medical Centre,Clinic,,,"3 Hillview Road, 2122",-33.789161,151.079551,Australia
Holy family Medical Centre,Clinic,,,,-33.904273,151.139522,Australia
Hopkins Street Medical Clinic,Clinic,+61 3 6228 2200,,"67 Hopkins Street, 7009",-42.845979,147.295696,Australia
Horner Chiropractic,Clinic,+61 8 9356 5111,,"564 Metcalfe Road, 6148",-32.032643,115.928828,Australia
Hospital Clinic,Clinic,,,,-19.157718,146.849637,Australia
Hunter Imaging,Clinic,,,,-32.936,151.725283,Australia
Hunter Women's Health Centre,Clinic,+61 2 4959 3883,,"2-6 Donnelly Avenue, 2283",-33.011379,151.594405,Australia
Inner Strength,Clinic,,,254 Charman Road,-37.968778,145.055205,Australia
Inspired Health Chiropractic,Clinic,,,,-37.830965,144.843445,Australia
James Muir Community Health Centre,Clinic,,,,-40.98893,145.731179,Australia
Jema Clinic,Clinic,,,,-25.53773,152.697676,Australia
Kalkaringi Health Centre,Clinic,,,,-17.443566,130.830682,Australia
Keilor Medical Clinic,Clinic,,,,-37.723599,144.806629,Australia
Kellyville Chiropractic,Clinic,,,"4 Windsor Road, 2155",-33.715603,150.960072,Australia
Kinetic Health,Clinic,,,,-32.05971,115.907154,Australia
Kingston Eye Clinic,Clinic,,,225 Charman Road,-37.969476,145.054588,Australia
Kinross Medical Center,Clinic,,,,-31.737983,115.73818,Australia
Kintore Health Centre,Clinic,,,,-23.275505,129.387393,Australia
Lajamanu Health Centre,Clinic,,laj@kwhb.com.au,,-18.337827,130.64013,Australia
Lakes Boulevard Medical Centre,Clinic,,,547-549 The Lakes Boulevard,-37.631008,145.087476,Australia
Laramba Health Centre,Clinic,,,,-22.532958,132.756603,Australia
Laverty Pathology,Clinic,,,,-32.973383,151.646473,Australia
Laverty Pathology,Clinic,,,,-32.934305,151.725433,Australia
Laverty Pathology,Clinic,,,,-32.935933,151.7253,Australia
Leading Steps Paediatric Clinic,Clinic,+61 7 5564 9668,,,-28.007879,153.393848,Australia
Long Beach Medical Centre,Clinic,+61 3 9772 9555,,3196,-38.02912,145.130177,Australia
Ltyentye Purte Health Centre,Clinic,,,,-24.130839,134.375578,Australia
Lynwood Medical and Dental,Clinic,,,,-32.032354,115.936907,Australia
Macquarie Specialist Centre,Clinic,,,"10 B Highfields Circuit, 2444",-31.454577,152.877765,Australia
Madison Day Surgery,Clinic,,,,-33.7034,151.100543,Australia
Magill Rd Medical Centre,Clinic,,,,-34.913181,138.675491,Australia
Mandalay,Clinic,,,,-37.800563,144.905254,Australia
Marie Stopes Newcastle,Clinic,,,,-32.923492,151.723416,Australia
Mater Hill Family Medical Centre,Clinic,,,,-27.487966,153.028889,Australia
Maternity Clinic King Edward,Clinic,,,,-31.949984,115.81927,Australia
Medical Clinic,Clinic,,,275-277 Springvale Road,-37.948793,145.153271,Australia
Medical One Sunshine,Clinic,,,,-37.782633,144.832807,Australia
Medical Suites,Clinic,,,,-23.387906,150.502476,Australia
Medical clinic,Clinic,,,1 East Esplanade,-37.743721,144.799504,Australia
Melbourne Dental Xray,Clinic,,,,-37.800778,144.963711,Australia
Merridown Family Surgery,Clinic,,,"166 - 174 Gooding Drive, 4226",-28.043187,153.371787,Australia
Miami Family Medical Centre,Clinic,+61 7 5535 1033,,"1922 Gold Coast Highway, 4220",-28.075148,153.444773,Australia
Miami Village Medical Practice,Clinic,+61 7 5520 7777,,,-28.073412,153.433455,Australia
Monty Osteo,Clinic,+61 3 9444 6785,hello@montyosteo.com.au,35 Were Street,-37.71646,145.120995,Australia
Moranbah Medical,Clinic,,,,-22.002022,148.04334,Australia
Mount Archer,Clinic,,,"438 Dean Street, 4701",-23.341963,150.538499,Australia
Mount Liebig Health Centre,Clinic,,,,-23.266297,131.27394,Australia
Moving Forward Podiatry Orthotics,Clinic,,,,-27.714106,153.20254,Australia
Myaree Medical Centre,Clinic,,,,-32.043307,115.815402,Australia
Nauiyu Health Centre,Clinic,,,,-13.749947,130.692089,Australia
Nephrocare Northside Dialysis Clinic,Clinic,,,,-35.252694,149.091511,Australia
Neutral Bay Medical Centre,Clinic,,,,-33.829431,151.218038,Australia
Newcastle Muscle Therapy,Clinic,,,,-32.932802,151.726322,Australia
Nicholson Road Medical Group,Clinic,+61 8 9456 1900,,,-32.064431,115.934923,Australia
Normanton Community Health Centre,Clinic,,,,-17.669126,141.079661,Australia
North Reservoir Medical Centre,Clinic,+61 3 9460 7780,,"37 Massey Avenue, 3073",-37.704659,144.98962,Australia
North Rockhampton Physiotherapy & Sports Injury Centre,Clinic,,,"61 Clifton Street, 4701",-23.356703,150.524835,Australia
North West Pathology,Clinic,,,,-41.052395,145.907708,Australia
Northbridge Medical Centre,Clinic,,,154 Newcastle Street,-31.947356,115.863725,Australia
Northcott Disability Services,Clinic,,,"1-5 Fennell Street, 2150",-33.805227,151.0014,Australia
Northside Gynaecology,Clinic,,admin@northsidegynaecology.com.au,"583 Gympie Road, 4031",-27.39424,153.030357,Australia
Olympic Medical Centre,Clinic,+61 8 9456 2911,,"83 Catalano Circuit, 6155",-32.069532,115.891147,Australia
Orrtipa-Thurra Health Centre,Clinic,,,,-22.789288,136.168453,Australia
Oxford Street Medical Center,Clinic,+61 7 3902 0099,,"200 Oxford Street, 4171, AU",-27.451424,153.061164,Australia
"PEIRS - Prevention, Early Intervention & Recovery Service",Clinic,+61 2 9840 3549,,"2A Fennell Street, 2150",-33.804793,151.001334,Australia
Palm Cove Health,Clinic,,,,-16.74988,145.669459,Australia
Panch Health Centre,Clinic,,,"300 Bell Street, 3072",-37.745398,145.007884,Australia
Papunya Health Centre,Clinic,,,,-23.204127,131.909096,Australia
Park Avenue Medical Centre,Clinic,+61 3 5995 0766,,3-7 Kingdom Drive,-38.093192,145.293377,Australia
Parkwood Green Medical,Clinic,+61 3 9449 4100,,1-5 Kate Way,-37.693056,144.744834,Australia
Peppimenarti Health Centre,Clinic,,,,-14.156165,130.08057,Australia
Phallosan Forte,Clinic,,,241 Oxford Street,-33.889157,151.2752,Australia
Physiocise,Clinic,,,"77 Penshurst Street, 2068",-33.80105,151.198972,Australia
Pitt Street Medical Centre,Clinic,,,"Pitt Street, 2160",-33.833145,150.992606,Australia
Pivit Medical Center,Clinic,,,,-31.764564,115.773642,Australia
Plaza Medical Centre,Clinic,,,,-37.726789,144.806608,Australia
Plenty Road Medical Clinic,Clinic,,,105 Plenty Road,-37.693772,145.06082,Australia
Primary Medical Centre,Clinic,+61 7 5680 0000,,,-27.974766,153.402099,Australia
PsychCentral,Clinic,,,66-72 Rickard Road,-33.915205,151.036423,Australia
Psychology Centre,Clinic,,,"81 Princes Street, 7005",-42.898075,147.320662,Australia
QML,Clinic,,,,-27.662893,153.179282,Australia
QML,Clinic,,,,-23.358442,150.522595,Australia
QML Pathology,Clinic,,,,-24.879325,152.354755,Australia
Qld Diagnostic Imaging,Clinic,,,,-27.239835,153.02216,Australia
Quakers Hill X Ray & Ultrasound,Clinic,+61 2 9837 5100,,"206 Farnham Road, 2763",-33.726344,150.904671,Australia
Queensland Sun,Clinic,,,,-24.867569,152.341356,Australia
Raymond McMahon Medical Centre,Clinic,,,,-37.978771,145.261027,Australia
Remedial Massage,Clinic,,,,-37.812946,145.176472,Australia
ResSleep,Clinic,,,"496 Logan Road, 4120",-27.504076,153.047834,Australia
Reynolds Rd Medical Centre,Clinic,,,,-32.016151,115.843107,Australia
Ridge Health & Wellbeing Centre,Clinic,,,,-37.719744,145.138119,Australia
Rightfoot Podiatry,Clinic,,,,-28.689997,153.610437,Australia
Sandy Bay Clinic,Clinic,,,,-42.894888,147.326508,Australia
Sandy Bay Podiatry,Clinic,,,"8b Magnet Court, 7005",-42.894785,147.3276,Australia
Saunders Street Clinic,Clinic,,,,-40.99092,145.725659,Australia
Skin Cancer Clinic,Clinic,,,,-27.388199,153.030914,Australia
Skin Revision,Clinic,,,,-27.389542,153.031118,Australia
Skintellect Solutions,Clinic,+61 3 5400 1315,,1-7 Chum Street,-36.762429,144.261495,Australia
Small Talk Speech Therapy,Clinic,,,,-32.893344,151.730932,Australia
Smart Clinics Annerley,Clinic,,,,-27.512898,153.031825,Australia
Somerset Medical Centre,Clinic,,,,-41.041499,145.833207,Australia
Sonic HealthPlus Medical Centre,Clinic,,,"102 Oakleigh Drive, 6210",-32.560432,115.689204,Australia
Southern Clinic,Clinic,+61 8 9367 7944,,"148 Douglas Avenue, 6151, AU",-31.98374,115.87459,Australia
Southport Day Hospital,Clinic,,,,-27.962519,153.412992,Australia
Specialist Medical Centre,Clinic,,,,-37.880439,145.166215,Australia
St John of God Pathology,Clinic,,,,-31.830137,115.839952,Australia
St John of God Pathology Collection Centre,Clinic,,,,-32.050243,115.898431,Australia
St Marys Medical Centre,Clinic,+61 2 9623 4288,,63 Phillip Street,-33.763601,150.775042,Australia
St Marys Medical Centre,Clinic,,,"302 Guildford Road, 2161",-33.85431,150.987256,Australia
Stepping Stone Therapy Centre,Clinic,,,,-24.867054,152.446862,Australia
Stevensons Chiropractic Clinic,Clinic,,,,-32.932424,151.726487,Australia
Stirling Central Health Clinic,Clinic,+61 8 8370 9777,,"14 Druid Avenue, 5152",-35.005407,138.715292,Australia
Sydney Denture Clinic,Clinic,,,"54 Windsor Road, 2152",-33.791207,150.997075,Australia
Tamborine Mountain Medical Practice,Clinic,,,,-27.928791,153.184745,Australia
Tandara Medical Group,Clinic,,,,-32.080196,115.988789,Australia
The Cardiac Center,Clinic,+61 7 5598 0322,,,-28.007895,153.393973,Australia
The Fresh Foot Centre,Clinic,,,"4 Springwood Avenue, 3805",-38.021357,145.298471,Australia
The Glen Endoscopy Centre,Clinic,,,"302 Springvale Road, 3150, AU",-37.884659,145.165172,Australia
The One Massage,Clinic,+61 3 9359 1885,,,-37.688549,144.959526,Australia
The Vale Specialist Medical Centre,Clinic,,,,-32.09009,115.940576,Australia
Thredbo Medical Centre,Clinic,,,,-36.501481,148.310257,Australia
Titjikala Health Centre,Clinic,,,,-24.672994,134.076057,Australia
Total Sleep Carr,Clinic,,,,-24.876305,152.353422,Australia
Triple Three Medical Centre,Clinic,,,"333 Merrylands Road, 2160",-33.834811,150.982103,Australia
Tristar,Clinic,+61 3 5337 6540,lucas@tristarmedicalgroup.com.au,6 Coltman Plaza,-37.543876,143.786201,Australia
Turn the Corner Medical Clinic,Clinic,,,"409 High Street, 3070",-37.768469,144.999049,Australia
V & S Zeldovich Surgery and Family Practice,Clinic,,,68 Hall Street,-33.889556,151.271111,Australia
VAEAI Naamalata,Clinic,,,,-37.774378,144.997125,Australia
VanishInk,Clinic,,,51B Woongarra Street,-24.866972,152.349708,Australia
Victoria Parade Surgery Centre,Clinic,+61 3 9650 4000,,100 Victoria Parade,-37.808497,144.97492,Australia
Wallace Rockhole Health Centre,Clinic,,,,-24.124711,133.086341,Australia
Warren Family Health Centre,Clinic,,,"21 Lawson Street, 2824",-31.700087,147.837665,Australia
Warringah Medical Centre,Clinic,,,,-33.751564,151.287806,Australia
Waverley Eye Clinic,Clinic,,,,-37.876708,145.166777,Australia
Wellington Medical Centre,Clinic,+61 8 9729 1064,,,-33.080161,115.892159,Australia
Western Creek Medical Practice,Clinic,,,,-35.342172,149.052625,Australia
Westgroup Medicals,Clinic,,,14 Victoria Square,-37.742244,144.798898,Australia
Westminster Day Surgery,Clinic,,,,-31.863578,115.82831,Australia
Westside Medical Centre,Clinic,,,"11 Highfields Circuit, 2444",-31.4539,152.879848,Australia
Wilora Health Centre,Clinic,+61 8 8956 9950,,,-21.74042,133.73176,Australia
Wollongong Campus Medical Centre,Clinic,+61 2 4216 5590,,,-34.407546,150.878953,Australia
Woodycupaldiya Health Centre,Clinic,,,,-13.859582,130.002026,Australia
Worongary Medical Centre,Clinic,,,,-28.049436,153.354542,Australia
Wynyard Medical Centre,Clinic,,,,-40.990433,145.724201,Australia
Yaraka Primary Health Centre,Clinic,,,,-24.883059,144.077968,Australia
Yarralin Health Centre,Clinic,,,,-16.44736,130.884173,Australia
Your Health Place,Clinic,,,1176 Glen Huntly Road,-37.889676,145.043297,Australia
Yuendumu Health Centre,Clinic,,,,-22.255458,131.796612,Australia
iHealth Medical Centre,Clinic,,,,-33.962925,151.133081,Australia
iehealth,Clinic,+61 3 9885 6822,,"7 Samarinda Avenue, 3147",-37.866723,145.083885,Australia
ihear,Clinic,,,,-32.922502,151.714701,Australia
Albany Regional Hospital,Hospital,,,30 Warden Avenue,-35.003467,117.90456,Australia
Albury Wodonga Health - Albury Campus,Hospital,,,,-36.078556,146.938137,Australia
Albury Wodonga Private Hospital,Hospital,,,,-36.075756,146.883262,Australia
Alderley Child Health,Hospital,,,"24 South Pine Road, Brisbane, 4051",-27.424686,153.000237,Australia
Alexandra District Health,Hospital,,,"12 Cooper Street, 3714",-37.194972,145.716601,Australia
Alfred Hospital,Hospital,+61 3 9076 2000,,55 Commercial Road,-37.846153,144.982588,Australia
Alice Springs Hospital,Hospital,,,,-23.706177,133.878259,Australia
Alpine Health [Mount Beauty],Hospital,,,"10 Hollonds Street, 3699",-36.743433,147.16983,Australia
Angliss Hospital,Hospital,,,39 Albert Street,-37.89895,145.31448,Australia
Anne Caudle Campus,Hospital,,,,-36.751105,144.280694,Australia
Anne Leach Wing,Hospital,,,,-31.968998,115.809044,Australia
Armadale Kelmscott District Memorial Hospital,Hospital,,,"3056 Albany Highway, 6112",-32.132697,116.020111,Australia
Ashford Hospital,Hospital,,,55-57 Anzac Highway,-34.948168,138.576745,Australia
Austin Hospital,Hospital,,,145 Studley Road,-37.756605,145.058914,Australia
Ayr Hospital,Hospital,,,,-19.564289,147.40924,Australia
Bacchus Marsh & Melton Regional Hospital,Hospital,+61 3 5367 2000,,"29-35 Grant Street, 3340",-37.677942,144.433557,Australia
Baillie Henderson Hospital,Hospital,+61 7 4616 6000,,1 Hogg Street,-27.525069,151.937741,Australia
Balaklava Hospital,Hospital,,,,-34.13903,138.420375,Australia
Balgo Clinic,Hospital,,,,-20.141613,127.982799,Australia
Ballan District Health and Care,Hospital,,,33 Cowries Street,-37.599532,144.222436,Australia
Ballarat Base Hospital,Hospital,,,,-37.559435,143.846515,Australia
Bamaga Hospital,Hospital,,,,-10.894262,142.38489,Australia
Baradine Multi-Purpose Service,Hospital,+61 2 6843 1909,,5-9 Macquarie Street,-30.945027,149.066401,Australia
Barcaldine Multipurpose Health Service,Hospital,,,,-23.553365,145.294085,Australia
Barham Health Service,Hospital,+61 3 5453 1000,,"Punt Road, 2732",-35.624077,144.133055,Australia
Baringa Private Hospital,Hospital,,,"31 Mackays Road, 2450, AU",-30.27888,153.103218,Australia
Barraba Multi-Purpose Service,Hospital,+61 2 6767 7700,,,-30.382576,150.605866,Australia
Barwon Health - Community Rehabilitation Centre,Hospital,+61 3 5260 3290,,"120 Settlement Road, 3216, AU",-38.181303,144.338547,Australia
Barwon Health - Newcomb,Hospital,,,,-38.172605,144.395501,Australia
Barwon Health - University Hospital Geelong,Hospital,,,66 Bellerine Street,-38.152119,144.365592,Australia
Bathurst Hospital,Hospital,+61 2 6330 5311,,"361-365 Howick Street, 2795, AU",-33.406185,149.572268,Australia
Batlow-Adelong Multi-Purpose Service,Hospital,+61 2 6941 4333,,61-81 Pioneer Street,-35.522598,148.148114,Australia
Beaudesert Hospital,Hospital,+61 7 5541 9111,,"64 Tina Street, 4285",-27.985065,153.002438,Australia
Beaufort Hospital,Hospital,+61 3 5349 1625,bashs@bashs.org.au,"28 Havelock Street, 3373",-37.43115,143.382418,Australia
Beechworth Health Service,Hospital,,,"52 Sydney Road, 3747",-36.349188,146.691171,Australia
Beenleigh Medical Centre,Hospital,,,,-27.717388,153.199521,Australia
Bellinger River District Hospital,Hospital,+61 2 6659 5800,,"Church Street, 2454",-30.457293,152.893494,Australia
Belmont Private Hospital,Hospital,+61 7 3398 0111,,"1220 Creek Road, 4152",-27.500784,153.099133,Australia
Benalla and District Memorial Hospital,Hospital,+61 3 5760 2222,,"45-63 Coster Street, 3672",-36.554996,145.994496,Australia
Berri Hospital,Hospital,,,,-34.276278,140.601532,Australia
Bethesda Hospital,Hospital,+61 8 9340 6300,info@bethesda.org.au,"25 Queenslea Drive, 6010, AU",-31.987875,115.778916,Australia
Biggenden Multipurpose Health Service,Hospital,,,57 Alice Street,-25.506335,152.050995,Australia
