Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Barrio Adentro,Clinic,,,,10.508434,-66.933975,Venezuela
Barrio Adentro,Clinic,,,,10.509061,-66.937889,Venezuela
Barrio Adentro,Clinic,,,,10.503512,-66.935372,Venezuela
Barrio Adentro,Clinic,,,,10.505855,-66.937726,Venezuela
Barrio Adentro,Clinic,,,,10.502317,-66.94077,Venezuela
Barrio Adentro,Clinic,,,,10.507726,-66.936849,Venezuela
Barrio Adentro,Clinic,,,,10.509603,-66.926894,Venezuela
Barrio Adentro,Clinic,,,,10.505053,-66.927987,Venezuela
Barrio Adentro,Clinic,,,,10.505638,-66.929899,Venezuela
Barrio Adentro,Clinic,,,,10.50413,-66.930947,Venezuela
Barrio Adentro,Clinic,,,,10.510319,-66.923745,Venezuela
Barrio Adentro,Clinic,,,,10.505282,-66.934663,Venezuela
Barrio Adentro,Clinic,,,,10.509359,-66.933276,Venezuela
Barrio Adentro,Clinic,,,,10.506096,-66.933689,Venezuela
Barrio Adentro,Clinic,,,,10.504758,-66.925038,Venezuela
Barrio Adentro,Clinic,,,,10.506715,-66.936837,Venezuela
Barrio Adentro,Clinic,,,"Barcelona, 6001",10.164606,-64.672228,Venezuela
Barrio Adentro,Clinic,,,"Barcelona, 6001",10.121668,-64.67956,Venezuela
Barrio Adentro,Clinic,,,"Barcelona, 6001",10.137782,-64.696747,Venezuela
Barrio Adentro,Clinic,,,"Avenida El Cuartel, Caracas, VE",10.508256,-66.951482,Venezuela
Barrio Adentro,Clinic,,,"Avenida Simón Bolívar, Caracas, VE",10.507172,-66.95267,Venezuela
Barrio Adentro,Clinic,,,"Calle Ayacucho, Caracas, VE",10.512194,-66.965322,Venezuela
Barrio Adentro,Clinic,,,"Calle Venezuela, Caracas, VE",10.513831,-66.963144,Venezuela
Barrio Adentro,Clinic,,,"Caracas, VE",10.502734,-66.968148,Venezuela
Barrio Adentro,Clinic,,,"Calle Sucre, Caracas, VE",10.50091,-66.966593,Venezuela
Barrio Adentro,Clinic,,,"Avenida 2.° El Parque, Caracas, VE",10.51005,-66.954271,Venezuela
Barrio Adentro,Clinic,,,"Avenida Principal de Lomas de Urdaneta, Caracas, VE",10.513947,-66.954532,Venezuela
Barrio Adentro,Clinic,,,"Avenida Circunvalación, Caracas, VE",10.511121,-66.953673,Venezuela
Barrio adentro,Clinic,,,"Calle Independencia, Puerto La Cruz, 6023",10.200164,-64.624326,Venezuela
Barrio adentro,Clinic,,,"Barcelona, 6001",10.169583,-64.672084,Venezuela
Benhur Pineda Psicólogo,Clinic,,,,8.594292,-71.160168,Venezuela
BioEstética Salud,Clinic,,,"Clínica CECIAMB Avenida Yuruaní, Ciudad Guayana (Puerto Ordaz)",8.267187,-62.759398,Venezuela
Biogastrohealth,Clinic,,,"Calle Democracia, Puerto La Cruz, 6023",10.220828,-64.632641,Venezuela
C.D.I Bello Monte,Clinic,,,,9.054362,-69.740461,Venezuela
C.D.I Calicanto,Clinic,,,,10.188586,-70.068632,Venezuela
C.D.I Charallave,Clinic,,,,10.61976,-63.254912,Venezuela
C.D.I. Luis Sanabria,Clinic,,,"Calle Miranda, Caicara de Maturín, 6209",9.819696,-63.614336,Venezuela
CAFVEOPANZ,Clinic,,,"Calle Monagas, Barcelona, 6001",10.13968,-64.689403,Venezuela
CANAOBRE,Clinic,,,,10.24936,-67.60453,Venezuela
CDI Bolívar y Martí,Clinic,,,"Avenida Principal de Propatria, Caracas, VE",10.506104,-66.959088,Venezuela
CDI Camilo Cienfuegos,Clinic,,,"Avenida Juan de Urpín, Barcelona, 6001",10.142556,-64.6727,Venezuela
CDI Eduardo Sifonte,Clinic,,,"Calle San Juan, Barcelona, 6001",10.129335,-64.688671,Venezuela
CDI General Pedro Pérez Delgado,Clinic,,,"2ª Transversal de Artigas, Caracas, 1020",10.495351,-66.938777,Venezuela
CDI Jose Tadeo Monagas,Clinic,,,,8.329119,-62.644247,Venezuela
CDI Llano ALto,Clinic,,,"Carretera Principal Sector LLano Alto, Carrizal, 1203",10.356712,-66.979835,Venezuela
CDI campo lindo,Clinic,,,Avenida 22,9.566818,-69.204973,Venezuela
CDI de La Manga,Clinic,,,,8.355388,-62.629512,Venezuela
CDI de Los Olivos,Clinic,,,,8.284027,-62.719795,Venezuela
CEMETCA,Clinic,,,,9.066034,-62.060196,Venezuela
CENTRO DE DIAGNÓSTICO MÉDICO LOS ORUMOS,Clinic,,,,11.416113,-69.664204,Venezuela
CENTRO RESONANCIA MAGNETICA,Clinic,,,Avenida 92 Branger,10.172873,-67.99449,Venezuela
CLINICA Doctor JOSE GUERRA,Clinic,,,,8.966532,-71.274245,Venezuela
CPT III Dr José Antonio Alam,Clinic,,,"Puerto La Cruz, 6023",10.185233,-64.650708,Venezuela
CPT III Dr José María Vargas,Clinic,,,"Avenida 1, Barcelona, 6001",10.153381,-64.66381,Venezuela
CPT Morichal,Clinic,,,,5.674592,-67.582773,Venezuela
CR médica,Clinic,,,"Calle 12, Barcelona, 6001",10.170926,-64.683523,Venezuela
Cardioav,Clinic,,,Av. Andres Eloy Blanco,9.740277,-63.171434,Venezuela
Carolina Caruso Quintero,Clinic,+58-212-5527397,caruso.medionainterna@gmail.com,URB. STA.SOFIA EL CAFETAL CTRO COMERCIAL STA. SOFIA TORRE ALF A PISO 9 OFC 9-B,10.473143,-66.842647,Venezuela
Carolina Raquel Trinidad Caruso Quintero,Clinic,+58-212-5527397,caruso.medionainterna@gmail.com,CENTRO SALUD PISO 7. CONSU LTORIO 705,10.513574,-66.896069,Venezuela
Casa del Quiroporista,Clinic,,,"Calle Democracia, Puerto La Cruz, 6023",10.219076,-64.633923,Venezuela
Cedivi,Clinic,,,"Codázzi, Caracas, 1040",10.478455,-66.891322,Venezuela
Centro Alta Tecnología,Clinic,,,,8.634559,-70.219988,Venezuela
Centro Asistencial La Milagrosa,Clinic,,,"Paez, Caracas, 1080",10.433856,-66.875014,Venezuela
Centro Belsu,Clinic,,,"Av. Principal de Las Mercedes, Caracas, 1060",10.483307,-66.863455,Venezuela
Centro Clinico La Piramide,Clinic,,,,9.742978,-63.167699,Venezuela
Centro Clinico Maria Edelmira Araujo,Clinic,,,,9.311082,-70.609251,Venezuela
Centro Clinico Universitario La Morita,Clinic,,,,10.213068,-67.55709,Venezuela
Centro Clinico de Ojos Chuao,Clinic,,,"Av. Principal del Cafetal, Caracas, 1061",10.480796,-66.844423,Venezuela
Centro Clínico Caracas,Clinic,,,"Av. Los Erasos, Caracas, 1010",10.51067,-66.898447,Venezuela
Centro Clínico Caribe,Clinic,+58 212 3510680,,"Catia La Mar, VE",10.602553,-67.029616,Venezuela
Centro Clínico Dabajuro,Clinic,,,Calle Buchivacoa,11.023075,-70.673776,Venezuela
Centro Clínico Del Llano,Clinic,,,,8.628575,-70.210697,Venezuela
Centro Clínico El Samán,Clinic,,,,7.779234,-72.234209,Venezuela
Centro Clínico Familia,Clinic,+58 286-9227666; +58 286-9227866; +58 286-9223460; +58 286-9233751,cfamilia@cantv.net,"Torre Angi Avenida Vía Venezuela, Ciudad Guayana (Puerto Ordaz)",8.310232,-62.715302,Venezuela
Centro Clínico Fénix Salud,Clinic,05003364901,,"Calle Guaicaipuro, Caracas, 1010",10.510716,-66.896858,Venezuela
Centro Clínico Hiperbárico Vida O2,Clinic,"+582126683836, +582124921605",brigittevegas@gmail.com,"Calle Codazzi, Caracas",10.483992,-66.887663,Venezuela
Centro Clínico La Urbina,Clinic,,,"Calle 7 de La Urbina, Caracas, 1073",10.493734,-66.810104,Venezuela
Centro Clínico Las Delicias,Clinic,,,"Av. Los Manguitos, Caracas, 1050",10.494189,-66.873906,Venezuela
Centro Clínico Los Ángeles,Clinic,,,,9.96527,-71.123094,Venezuela
Centro Clínico Margarita,Clinic,,,,10.957636,-63.847499,Venezuela
Centro Clínico Pinto Gonzalez,Clinic,,,,8.875951,-64.239055,Venezuela
Centro Clínico Profesional Caracas,Clinic,+58-212-5761874,,"Av. Panteón, Caracas, 1010",10.51047,-66.899255,Venezuela
Centro Clínico Punta del Este,Clinic,,,Av.  Carúpano,10.464492,-64.121209,Venezuela
Centro Clínico Quirúrgico Las Américas,Clinic,,,,8.89597,-64.234016,Venezuela
Centro Clínico San Andrés,Clinic,+58 286-9940506,,"C.C. 323 Avenida Paseo Caroní, Ciudad Guayana (Puerto Ordaz)",8.254914,-62.800277,Venezuela
Centro Clínico San Cristóbal,Clinic,,,,7.778844,-72.226654,Venezuela
Centro Clínico San Miguel,Clinic,,,"Avenida 67, Maracaibo, 4001",10.642073,-71.674371,Venezuela
Centro Clínico Santa Ana,Clinic,,,,10.209244,-64.637524,Venezuela
Centro Clínico Torre Los Rosales,Clinic,,,"Av. Roosevelt, Caracas, 1040",10.481326,-66.90238,Venezuela
Centro Clínico Universitario de Oriente,Clinic,,,,10.476815,-64.158669,Venezuela
Centro Clínico Valentina Canabal,Clinic,,,,10.068476,-69.290284,Venezuela
Centro Clínico de Mérida,Clinic,,,,8.583682,-71.164235,Venezuela
Centro De Resonancia Resomer,Clinic,,,,8.57779,-71.17626,Venezuela
Centro Diagnostico Integral El Ingenio,Clinic,,,,10.489728,-66.562844,Venezuela
Centro Diagnostico La Alegria,Clinic,,,Calle 153,10.222034,-68.010421,Venezuela
Centro Diagnóstico Atrium,Clinic,,,,8.57655,-71.17182,Venezuela
Centro Diagnóstico Docente Las Mercedes,Clinic,+58 212-9091011,,"París, Caracas, 1160",10.480994,-66.857294,Venezuela
Centro Diagnóstico de Occidente,Clinic,,,,8.628085,-70.209342,Venezuela
Centro Estético Imágen,Clinic,,,,8.575652,-71.168304,Venezuela
Centro Estético Rejuvenecer,Clinic,,,"Clínica Chilemex Carrera Las Antillas, Ciudad Guayana (Puerto Ordaz)",8.303325,-62.724711,Venezuela
Centro Integral La Trinidad,Clinic,,,"Av. Principal de La Trinidad, Caracas, 1080",10.433302,-66.86406,Venezuela
Centro Integral de Oriente UMIDO C.A,Clinic,,,,9.740626,-63.167566,Venezuela
Centro Integral de Salud Brisas del Mar,Clinic,,,"Barcelona, 6001",10.137586,-64.708222,Venezuela
Centro Medico Bosque Ávila,Clinic,,,"Av. Cantaura, Caracas, 1050",10.49618,-66.870451,Venezuela
Centro Medico DANA1,Clinic,,,,8.123113,-63.545063,Venezuela
Centro Medico De Especialidades Famisalud,Clinic,,,,10.079518,-69.128925,Venezuela
Centro Medico Dr. Gaetano Di Bianco,Clinic,,,"Av. Orinoco, Caracas, 1060",10.481998,-66.863405,Venezuela
Centro Medico La Casonita,Clinic,,,"Carretera: Panamericana, San Antonio de Los Altos, 1204",10.369454,-66.982934,Venezuela
"Centro Medico La Colonia, C.A.",Clinic,+58 276 762-0458,informacion@cma.la,"Calle 23, Rubio, 5030",7.695866,-72.35625,Venezuela
Centro Medico Los Altos,Clinic,,,"Calle Montaña alta, Carrizal, 1203",10.357691,-67.00297,Venezuela
Centro Medico Oriental de Salud,Clinic,+58 (0291) 642.7873,cceste@cantv.net,19 Avenida Luis del Valle Garcia,9.743639,-63.175644,Venezuela
Centro Medico Pueblo Llano,Clinic,,,,8.915363,-70.660062,Venezuela
Centro Medico la Guadalupe,Clinic,,,,9.291814,-70.621957,Venezuela
"Centro Medico, C.A.",Clinic,,,,9.743619,-63.168585,Venezuela
Centro Médico Aguas Calientes,Clinic,,,,10.298545,-67.693637,Venezuela
Centro Médico Antienvejecimiento,Clinic,+58-212-9915414,,"Choroní, Caracas, 1064",10.482168,-66.842126,Venezuela
Centro Médico Anzoátegui,Clinic,,,"Avenida Diego Bautista Urbaneja, Lechería, 6016",10.175684,-64.684224,Venezuela
Centro Médico Barinas,Clinic,,,,8.618898,-70.199495,Venezuela
Centro Médico Beta,Clinic,,,"Av. Libertador, Caracas, 1060",10.490894,-66.85508,Venezuela
Centro Médico Boconó,Clinic,,,,9.246322,-70.258181,Venezuela
Centro Médico Bosque Ávila,Clinic,,,"Real de los Frailes, Caracas, 1030",10.516514,-66.937673,Venezuela
Centro Médico Buenaventura,Clinic,,,"Av. Intercomunal Guarenas - Guatire, Guatire, 1221",10.466787,-66.576998,Venezuela
Centro Médico Cagua,Clinic,,,,10.189816,-67.456085,Venezuela
Centro Médico Calabozo,Clinic,,,"Calabozo, 2312",8.934296,-67.425729,Venezuela
Centro Médico Carabobo,Clinic,,,"C.C. Plaza Aeropuerto Calle Neverí, Ciudad Guayana (Puerto Ordaz)",8.283447,-62.758086,Venezuela
Centro Médico Corazón y Vasos,Clinic,,,,8.586002,-71.15906,Venezuela
Centro Médico Diagnóstico Los Orumos,Clinic,,,,11.416182,-69.664325,Venezuela
"Centro Médico Dr. Dario Conde Alcalá, C.A.",Clinic,0251 447 8969,,,10.065268,-69.371215,Venezuela
Centro Médico Dr. Rafael Guerra Méndez,Clinic,,,"Calle 103 Rondón;Calle Rondón, Valencia, 2001",10.185287,-67.999642,Venezuela
Centro Médico El Valle,Clinic,+58 295-2652702,,,10.977448,-63.869509,Venezuela
Centro Médico FERREBUS,Clinic,,,,9.959796,-71.117384,Venezuela
"Centro Médico Forma, C.A.",Clinic,+58 212-8701259,info@centromedicoforma.com,"7.° Avenida, Caracas, VE",10.505391,-66.948853,Venezuela
Centro Médico Gran Sabana,Clinic,,,Ciudad Guayana,8.224768,-62.827784,Venezuela
Centro Médico Infantil El Cafetal,Clinic,,,,10.478434,-66.843058,Venezuela
Centro Médico Integral,Clinic,,,"Av. Casanova, Caracas, 1050",10.490502,-66.870671,Venezuela
Centro Médico Integral Careli,Clinic,,,"Madrid, Caracas, 1060",10.482748,-66.859072,Venezuela
Centro Médico José María Vargas,Clinic,,,,8.894557,-64.259561,Venezuela
Centro Médico La Fe,Clinic,,,,10.994332,-63.824019,Venezuela
Centro Médico La Limpia,Clinic,,,,10.681568,-71.66782,Venezuela
Centro Médico La Viñita,Clinic,,,,10.259365,-68.017125,Venezuela
Centro Médico Libertad,Clinic,,,,10.95791,-63.853747,Venezuela
Centro Médico Madre Emilia,Clinic,,,,10.656056,-71.636626,Venezuela
Centro Médico Maracay,Clinic,,,,10.257732,-67.59126,Venezuela
Centro Médico Mazzarri Rey,Clinic,,,,8.894768,-64.235093,Venezuela
Centro Médico Meditotal,Clinic,,,"Avenida Intercomunal Andrés Bello, Lechería, 6016",10.179282,-64.679347,Venezuela
Centro Médico Norte,Clinic,,,,9.79832,-63.204225,Venezuela
Centro Médico Odontologico,Clinic,,,,9.423081,-64.470667,Venezuela
Centro Médico Orituco,Clinic,,,,9.862137,-66.369872,Venezuela
Centro Médico Paraíso,Clinic,,,,10.68443,-71.616506,Venezuela
Centro Médico Paso Real,Clinic,,,"Av. Perimetral, Charallave, 1210",10.219219,-66.853099,Venezuela
Centro Médico Profesional La Carlota,Clinic,,,"Av. A de La Carlota, Caracas, 1071",10.491014,-66.834791,Venezuela
Centro Médico Quirurgico Dr. Semidey,Clinic,,,,7.763971,-72.234308,Venezuela
Centro Médico Quirurgico El Paraiso,Clinic,,,"Av. José Antonio Páez, Caracas, 1020",10.479083,-66.94157,Venezuela
Centro Médico Quirúrgico Aragua,Clinic,,,,10.231437,-67.587521,Venezuela
Centro Médico Quirúrgico La Milagrosa,Clinic,,,"Avenida Principal, Tinaquillo, 2209",9.918278,-68.307269,Venezuela
Centro Médico Quirúrgico Mediprot,Clinic,,,"Calle 9 de La Urbina, Caracas, 1073",10.492913,-66.811061,Venezuela
Centro Médico Quirúrgico Venezuela,Clinic,,,,7.784423,-72.22857,Venezuela
Centro Médico Rembrandt,Clinic,,,,10.468602,-66.603672,Venezuela
"Centro Médico Rubio, C.A.",Clinic,,,,7.706547,-72.351598,Venezuela
Centro Médico Sacro Monte,Clinic,,,,10.189082,-67.936617,Venezuela
Centro Médico Salamanca,Clinic,,,"Av. Beethoven, Caracas, 1050",10.488744,-66.87811,Venezuela
Centro Médico San Antonio,Clinic,,,Calle Ecuador,11.025407,-70.679214,Venezuela
Centro Médico San José,Clinic,,,Avenida Deogracia Gutiérrez,11.021675,-70.6798,Venezuela
Centro Médico San Miguel,Clinic,,,,8.896808,-64.262624,Venezuela
Centro Médico Santa Ana,Clinic,,,,9.418501,-64.466426,Venezuela
Centro Médico Siempre 2000,Clinic,+58 212-6102000,,"Av. Álamo, Macuto",10.603402,-66.900815,Venezuela
Centro Médico Sinai,Clinic,,,,10.186465,-68.000216,Venezuela
Centro Médico Social “San Martín de Porres”,Clinic,,,,9.914547,-68.309675,Venezuela
Centro Médico Solano,Clinic,,,"Av. Francisco Solano, Caracas, 1050",10.495943,-66.878323,Venezuela
Centro Médico Torre CASA,Clinic,,,"Calle Caura, Ciudad Guayana",8.292523,-62.7354,Venezuela
Centro Médico Venezuela,Clinic,,,,8.895502,-64.235173,Venezuela
Centro Médico Yolanda Katz,Clinic,+582125502101;+582125501061;+582125500845;+582125501967,centroyolandakatz@gmail.com,"Avenida Los Próceres, Caracas",10.515633,-66.900416,Venezuela
"Centro Médico Zambrano, C.A.",Clinic,,,"Avenida Caracas, Barcelona, 6001",10.136463,-64.691233,Venezuela
Centro Médico de Caracas,Clinic,58+212-5559111,,"Av. Eraso, Plaza El Estanque Urb, Caracas 1011",10.512332,-66.896638,Venezuela
Centro Médico de Especialidades Pediátricas Dr. José Gregorio Hernández (Hospitalito),Clinic,,,,10.225114,-67.959478,Venezuela
