Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Erkemed,Clinic,,,"13 Әйтеке Би көшесі, Ақтөбе",50.280257,57.221987,Kazakhstan
Esentai Clinic,Clinic,,,,43.213146,76.940277,Kazakhstan
EyeDoctor,Clinic,+77780254400,eyedoctorkz@gmail.com,"264/7 улица Абиша Кекилбайулы, Алматы, 050060",43.203906,76.890205,Kazakhstan
Family Clinic,Clinic,+7 7780215939,,,51.169922,71.42255,Kazakhstan
FenixMed,Clinic,+77009780303,,,43.262617,76.947229,Kazakhstan
Fito Medical,Clinic,,,49 Қайрат Рысқұлбеков көшесі,50.271856,57.210713,Kazakhstan
Focus,Clinic,,,"130 Жібек Жолы даңғылы, Алматы, KZ",43.260746,76.932392,Kazakhstan
Galomed,Clinic,,,,43.242163,76.877516,Kazakhstan
German Medical Center,Clinic,,,,51.142272,71.418513,Kazakhstan
Green Clinic,Clinic,,,"25/1 Хусейн бен Талал көшесі, Астана, KZ",51.082835,71.40778,Kazakhstan
Hak Medical,Clinic,,,,43.244873,76.855856,Kazakhstan
Happy family clinic,Clinic,,,,43.240588,76.944802,Kazakhstan
Health City,Clinic,,,"8 Мусабаева улица, Алматы, KZ",43.196198,76.868076,Kazakhstan
Healthy Line,Clinic,,,,52.29105,76.964923,Kazakhstan
HomeMed Clinic,Clinic,,,,43.266784,76.942191,Kazakhstan
INLIFE,Clinic,,,,49.852213,73.184257,Kazakhstan
Interteach,Clinic,+7(727)3-200-200,callcenter@interteach.kz,,43.225114,76.952509,Kazakhstan
Interteach,Clinic,+77122281050,,,47.091419,51.870149,Kazakhstan
Interteach,Clinic,+7 (7112) 50 47 17,info_uralsk@interteach.kz,,51.211693,51.374297,Kazakhstan
Interteach,Clinic,+77272282800,info_furmanov111@interteach.kz,111 улица Фурманова,43.256211,76.946266,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,"61Г Әбілқайыр Хан даңғылы, Ақтөбе",50.293108,57.160548,Kazakhstan
Invitro,Clinic,,,"64/1 Әбілқайыр Хан даңғылы, Ақтөбе",50.287976,57.166804,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.251128,76.886109,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,"342 к2 Шугыла микрорайон, Алматы",43.21461,76.788764,Kazakhstan
Invitro,Clinic,+7 727 258 5888,infokz@invitro.kz,,43.188205,76.534786,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.320992,76.96315,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.814035,73.079188,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.22511,76.899223,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.366916,76.865985,Kazakhstan
Invitro,Clinic,+7 727 258 5888,infokz@invitro.kz,,45.018521,78.377243,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.237537,76.300018,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.171365,76.40918,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.305506,77.227779,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.375844,77.448635,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.201686,76.625524,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.423167,77.023374,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.355687,76.921297,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.252701,76.919414,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.261784,76.820877,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.197873,76.84134,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.316592,76.939686,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.265868,76.949147,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.226322,76.846527,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.22796,76.863219,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.269903,76.9442,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.230145,76.953977,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.19565,76.881179,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.32357,76.911778,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.230393,76.799335,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.237106,76.829911,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.254528,76.935816,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.260984,76.938672,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.243501,76.933356,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.235152,76.90493,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.196415,76.906773,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.228372,76.932323,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.249845,76.872556,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.241332,76.924805,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.250777,76.902926,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.219018,76.84668,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.222249,76.963346,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.332461,76.94427,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.249917,76.955688,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.210665,76.897913,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.219225,76.873615,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.214845,76.859617,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.338681,76.982419,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.284333,76.988813,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.233672,76.887166,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.211842,76.878014,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,52.263863,76.965151,Kazakhstan
Invitro,Clinic,+7 727 258 5888,infokz@invitro.kz,,43.648987,51.166313,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.662091,51.153468,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.685375,51.178509,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.669267,51.145979,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,50.418099,80.25344,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.96836,82.595459,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.953029,82.644106,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,50.384091,80.237668,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.116903,71.402933,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.123289,71.48057,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.100489,71.412938,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.15349,71.507529,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.113225,71.428605,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.159843,71.407139,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.095237,71.435809,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.176217,71.412707,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.130818,71.379375,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.140388,71.383844,Kazakhstan
Invitro,Clinic,+7 727 258 5888,infokz@invitro.kz,,51.129807,71.375685,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.897674,71.372793,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.799695,73.087983,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.775024,73.139916,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.811768,73.101099,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,50.050422,72.975459,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,49.817529,73.108209,Kazakhstan
Invitro,Clinic,+7 727 258 5888,infokz@invitro.kz,,44.845597,65.504656,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,14/2 Тәуелсіздік даңғылы,50.275159,57.147092,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,47.104757,51.903518,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,47.094746,51.881569,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,47.102895,51.924705,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.328954,69.597369,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.329069,69.632351,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.320861,69.566347,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.325289,69.646105,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.318495,69.64533,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.358088,69.624151,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,54.86086,69.153196,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.172836,76.870564,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.172139,71.397518,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.165378,71.434264,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.197611,76.895261,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.152583,71.438507,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.159023,71.457176,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.168315,71.448314,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.156581,71.479585,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.12846,71.493088,Kazakhstan
Invitro,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,53.185349,63.595712,Kazakhstan
Invitro,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.286345,57.173645,Kazakhstan
Invitro,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,52.829768,66.959004,Kazakhstan
Invitro,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,44.862413,78.768526,Kazakhstan
Invitro,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.253201,76.9117,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.64493,51.160535,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.228644,76.833605,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.236517,76.922005,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.083668,71.426808,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.239384,76.948993,Kazakhstan
Invitro,Clinic,+7 7272 58 58 88,infokz@invitro.kz,,51.1337,71.429506,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.218926,76.89308,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.262421,76.925781,Kazakhstan
Invitro,Clinic,+7 7272 58 58 88,infokz@invitro.kz,,43.028769,74.708753,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.229414,76.751749,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.206214,76.885028,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.095363,71.450046,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,42.310989,69.578326,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.677071,51.140145,Kazakhstan
Invitro,Clinic,+7 7272 58 58 88,infokz@invitro.kz,,43.209848,76.620117,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.212798,76.940292,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.144703,71.41661,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.300511,76.897294,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.260646,76.89304,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.233494,76.878679,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.854928,77.056432,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.121832,71.425413,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.230078,76.944766,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,44.844391,65.50675,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.261499,76.963922,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.217965,76.839459,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.238114,76.896803,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.256329,76.863066,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.147969,71.476103,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.221069,76.932388,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,51.104396,71.434272,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.210701,76.841356,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.203727,76.86636,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.235513,76.911523,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.231009,76.783131,Kazakhstan
Invitro,Clinic,+7 707 258 5888,infokz@invitro.kz,,43.666261,51.166483,Kazakhstan
Invitro,Clinic,+7 7272 58 58 88,infokz@invitro.kz,,51.131485,71.384112,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,49.810516,73.100993,Kazakhstan
Invivo,Clinic,,,108 улица 50 лет Октября,52.975429,63.090325,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.245118,51.423821,Kazakhstan
Invivo,Clinic,58-83-83,,,51.215441,51.374887,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.253553,76.879991,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,54.902572,69.147906,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.145193,71.46138,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,46.841173,74.986006,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.201372,76.880046,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.213085,76.940273,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.240566,76.9418,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.249779,76.919818,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.235206,76.878738,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.236652,76.299255,Kazakhstan
Invivo,Clinic,+7 7222 36 03 66,consultant@invivo.kz,,43.350359,77.056488,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,45.185032,78.010767,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.308157,77.227755,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.480906,77.033501,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.376251,77.445803,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.675273,77.112466,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.368936,76.855829,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.351256,76.86202,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.44714,76.922684,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.4876,77.781554,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.849102,77.053835,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.510114,77.687931,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.713282,77.037734,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.203835,76.338222,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.231153,76.752586,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.210349,76.617993,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.424652,77.022255,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.20578,76.62032,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,43.314345,77.056227,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,52.935974,70.206178,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,53.272447,69.368116,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,53.27511,69.367778,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,53.310909,69.302644,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.273223,71.643458,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.583162,70.030369,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.987903,70.947019,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.619858,73.097507,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.837421,72.176973,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.052469,69.479647,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.688401,71.005433,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,51.527262,69.794519,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,52.349582,71.889612,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,53.262025,69.369443,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.275902,57.145772,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.288671,57.167307,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,48.747439,82.381749,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.283872,57.160294,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.290285,57.141084,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.29242,57.170502,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.283527,57.228945,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.30005,57.148747,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.283231,57.178951,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.260499,57.225401,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.307508,57.154937,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.28163,57.133412,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.280666,57.140308,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.287436,57.177191,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,52.909483,65.3713,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.273022,57.14147,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.281953,57.225922,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.282496,57.132214,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,48.685411,55.882114,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.263126,57.197775,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,49.482755,57.414049,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.31721,57.147135,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.287331,57.177631,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.321707,57.340938,Kazakhstan
Invivo,Clinic,+7 727 339 0480;+7 778 769 3881,consultant@invivo.kz,,50.314116,57.139506,Kazakhstan
