Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Aventus Medical Care,Clinic,,,Doña Julia Vargas Avenue,14.584834,121.058298,Manila (Philippines)
"Aventus Medical Center, Inc.",Clinic,584-2430,,1 Sapphire Road,14.589305,121.061771,Manila (Philippines)
Avila Polyclinic,Clinic,,,"P. Herrera Street, Pateros, 1620",14.544173,121.064827,Manila (Philippines)
Avs Medical Clinic,Clinic,,,,14.577759,120.98016,Manila (Philippines)
BF Carnival Health Center,Clinic,,,,14.432406,120.985623,Manila (Philippines)
BPB Medical Clinic,Clinic,,,,14.544023,121.105612,Manila (Philippines)
Babybond Ultrasound,Clinic,,,Pasay,14.536491,120.981275,Manila (Philippines)
Bacolod Family Clinic,Clinic,,,,14.763358,121.043417,Manila (Philippines)
Bago Bantay Sentrong Sigla Health Center,Clinic,,,"Santo Niño Street, Quezon City, 1105",14.660027,121.025796,Manila (Philippines)
Bambang Health Center,Clinic,,,"Kentucky Street, Taguig City, PH",14.524531,121.071843,Manila (Philippines)
Barangay 201 Health Center,Clinic,,,"Alley 13, Pasay",14.508393,121.028996,Manila (Philippines)
Barangay Bel-Air Health Office,Clinic,,,"Tordesillas Street, Makati, 1227",14.560439,121.023127,Manila (Philippines)
Barangay Calumpang Health Center,Clinic,,,,14.621827,121.093212,Manila (Philippines)
Barangay Dasmariñas Clinic,Clinic,+63 2 8893 0215,,"1419 Campanilla Street, Makati, 1231",14.536976,121.030472,Manila (Philippines)
Barangay Rizal Health Center,Clinic,,,,14.538908,121.06084,Manila (Philippines)
Barangka Health Center,Clinic,,,,14.633053,121.08234,Manila (Philippines)
Basilica de Piat Medical Clinic,Clinic,,,Centennial II Extension,14.544788,121.09963,Manila (Philippines)
Batasan Hills Super Health Center,Clinic,+63932 2959752;+63923 2790558,,"1 IBP Road, Quezon City",14.686255,121.088448,Manila (Philippines)
Batasan Social Hygiene Clinic,Clinic,,,,14.686303,121.088171,Manila (Philippines)
Bayanan Medical Clinic,Clinic,,,,14.407651,121.046419,Manila (Philippines)
Beaufaces,Clinic,,,,14.621413,121.023548,Manila (Philippines)
Belo Medical Group,Clinic,,,Muntinlupa,14.421562,121.034937,Manila (Philippines)
Benavides Cancer Institute,Clinic,,,,14.610908,120.990466,Manila (Philippines)
Best Diagnostic Corp,Clinic,,,,14.644701,121.052041,Manila (Philippines)
Better World Cubao,Clinic,,,,14.613941,121.066051,Manila (Philippines)
Betty Go Belmonte Super Health Center,Clinic,,,Artillery,14.678323,121.071535,Manila (Philippines)
Beverly Hills Medical Group,Clinic,,,"57 Paseo de Roxas, Makati",14.559042,121.029735,Manila (Philippines)
Bio millenium Diagnostic,Clinic,,,,14.608221,120.974487,Manila (Philippines)
Bioscan Clinical Laboratory,Clinic,,,,14.643731,120.982548,Manila (Philippines)
Borough Lasik Center,Clinic,,,Pasay,14.536567,120.981399,Manila (Philippines)
Borough Medical Clinics,Clinic,,,Pasay,14.536568,120.981365,Manila (Philippines)
Burol Puericulture & Health Center,Clinic,,,,14.589315,121.027418,Manila (Philippines)
CAA-B Health Center,Clinic,,,,14.456846,120.998322,Manila (Philippines)
CAH Medical Clinic,Clinic,+63 2 415 2233,,"662 Banawe Street, Quezon City",14.633404,121.001697,Manila (Philippines)
CBZ Medical Clinic,Clinic,+63 2 526 9133;+63 2 521 4736;+63 2 526 9133,,"San Marcelino Street, Manila, 1000",14.578085,120.989678,Manila (Philippines)
CCMM Animal Bite Center,Clinic,,,,14.635985,121.097177,Manila (Philippines)
CIF Central Medical Clinic & Laboratory,Clinic,,,,14.636176,121.072977,Manila (Philippines)
Caa-A Health Center,Clinic,,,,14.461481,120.995851,Manila (Philippines)
Caa-C Health Center,Clinic,,,,14.455159,121.001023,Manila (Philippines)
Cabarles Maternity & Children's Clinic,Clinic,,,Heavenly Drive,14.728848,121.037039,Manila (Philippines)
Califonia Bloom,Clinic,,,,14.62205,121.024788,Manila (Philippines)
Callejo Medical Clinic,Clinic,,,"Alabang-Zapote Road, Las Piñas, 1740",14.443402,120.996037,Manila (Philippines)
Calpe Medical Services and Supplies,Clinic,+63 2 8920 1023,,"A. Mabini Street, Manila",14.575748,120.98192,Manila (Philippines)
Cangco medical clinic,Clinic,,,,14.561806,121.011165,Manila (Philippines)
Casiding Medical Clinic,Clinic,,,,14.647539,121.063682,Manila (Philippines)
Catequista Medical Clinic,Clinic,,,,14.776995,121.046352,Manila (Philippines)
Cebu Health Center,Clinic,,,,14.610665,121.007086,Manila (Philippines)
Cenon Clinic,Clinic,,,,14.713105,120.983098,Manila (Philippines)
Center for Advanced Aesthetics,Clinic,+63 918 941 7427,advancedaesthetics.career@gmail.com,"Matahimik Street, Quezon City, 1101",14.64539,121.054376,Manila (Philippines)
Centerport Medical Services Inc.,Clinic,+63 2 5260221,,"United Nations Avenue, Manila, 1000",14.579475,120.978738,Manila (Philippines)
Central Bicutan Super Health Center,Clinic,,,Taguig,14.493685,121.050986,Manila (Philippines)
Centralle Medical,Clinic,,,6th Avenue,14.645991,120.98451,Manila (Philippines)
Centralle Medical,Clinic,,,"Paso de Blas Road, Valenzuela",14.707327,120.991636,Manila (Philippines)
Chan Maternity Lying in Clinic,Clinic,,,,14.464192,120.969036,Manila (Philippines)
Children's Clinic,Clinic,,,,14.632876,121.095072,Manila (Philippines)
Christian Medical Clinic,Clinic,,,,14.612947,121.031075,Manila (Philippines)
Citimed Polyclinic,Clinic,,,,14.601309,121.004391,Manila (Philippines)
CliniKaya,Clinic,,,P. Victor Street,14.566004,121.046344,Manila (Philippines)
Clinic Coloong,Clinic,,,,14.721469,120.944723,Manila (Philippines)
Clinica Dela Luz,Clinic,,,Manila,14.592436,121.018567,Manila (Philippines)
Clinica Konsulta Medical Clinic,Clinic,+63 2 7720 9015,,,14.604185,120.97295,Manila (Philippines)
Clinica Vizcarra,Clinic,,,,14.613449,121.062365,Manila (Philippines)
Clinica de Beleza,Clinic,,,,14.454523,120.993893,Manila (Philippines)
Clinica de Salvacion,Clinic,,,Governor Wenceslao Pascual Avenue,14.669439,120.969284,Manila (Philippines)
Comprehensive Pulmonary Clinic,Clinic,8449961,,"1311 Batangas Street, Makati",14.556536,121.005991,Manila (Philippines)
Concepcion Derma Center,Clinic,,,"785 J. P. Rizal Street, Marikina, 1807",14.649515,121.100283,Manila (Philippines)
Corazon de Jesus Health Clinic,Clinic,,,,14.606651,121.031506,Manila (Philippines)
DEUPED,Clinic,,,General Ordoñez Street,14.644351,121.116855,Manila (Philippines)
DFA Clinic,Clinic,,,,14.529961,120.990381,Manila (Philippines)
"DHH Medical Clinic - Internal Medicine, Pediatrics, Orthopedics",Clinic,,,,14.663443,120.969547,Manila (Philippines)
DOH Eye Center,Clinic,,,,14.642819,121.047787,Manila (Philippines)
Dangay Medical Clinic,Clinic,,,,14.65629,121.021164,Manila (Philippines)
Daniel Fajardo Health Center,Clinic,,,,14.481671,120.980444,Manila (Philippines)
Dapitan Health Center,Clinic,,,,14.617396,120.9965,Manila (Philippines)
Delfin Salonga Health Center,Clinic,,,,14.551357,121.071027,Manila (Philippines)
Delfin Salonga Health Center,Clinic,,,Pateros,14.550573,121.069955,Manila (Philippines)
Dental Edge,Clinic,,,,14.737001,121.05996,Manila (Philippines)
DermaClinic,Clinic,,,Manila,14.603318,121.001854,Manila (Philippines)
Dermstrata,Clinic,,,,14.432976,121.010546,Manila (Philippines)
DialyMed Renal Care Center,Clinic,,,A. Mabini Street,14.656767,120.971636,Manila (Philippines)
Dialysis Center,Clinic,,,Roxas Boulevard Service Road,14.545192,120.991666,Manila (Philippines)
Dialysis Center,Clinic,,,Magsaysay Boulevard,14.602079,121.005764,Manila (Philippines)
Diliman Children's Clinic,Clinic,,,,14.653265,121.052836,Manila (Philippines)
DocHealth,Clinic,+63 917 315 4833,info.dochealthclinic@gmail.com,122 11th Avenue,14.652965,120.986571,Manila (Philippines)
Docaid Diagnostic Center & Medical Clinic,Clinic,,,E. Rodriguez Sr. Avenue,14.62248,121.046059,Manila (Philippines)
Dominico Medical Clinic,Clinic,,,,14.757165,121.056517,Manila (Philippines)
Dr.,Clinic,,,,14.660967,120.990021,Manila (Philippines)
Dr. Acuña - Santiago Medical Clinic,Clinic,,,,14.705023,120.953998,Manila (Philippines)
Dr. Elmer Santos Pediatrician Clinic,Clinic,,,,14.628938,121.096816,Manila (Philippines)
Dr. Goodhealth Family Clinic,Clinic,,,,14.621225,121.103144,Manila (Philippines)
Dr. J.F. Cadiz Healthy Clinic,Clinic,942-5285,,"528 J. P. Rizal Street, Marikina",14.640575,121.09428,Manila (Philippines)
Dr. Noel Mariano Santos Medical Clinic,Clinic,,,,14.661655,121.034405,Manila (Philippines)
Dr. Pau Animal Bite Center,Clinic,,,,14.448413,120.983724,Manila (Philippines)
Dr. Tuquero,Clinic,,,,14.577805,121.013989,Manila (Philippines)
Dra. Juliana S. Nombrado OB-Gyne Clinic,Clinic,,,,14.628907,121.096826,Manila (Philippines)
E. Aldana Health Center,Clinic,,,,14.477719,120.979882,Manila (Philippines)
E. Perlas Diagnostics & Polyclinic,Clinic,,,Pio Valenzuela Street,14.675412,120.983722,Manila (Philippines)
Eastern Marikina Dialysis Center,Clinic,,,"Cainta, 1900",14.620708,121.103241,Manila (Philippines)
Eastmed Animal Bite Center,Clinic,,,,14.73399,121.047992,Manila (Philippines)
Elicaño Cancer Clinic,Clinic,,,"E Rodriguez Sr. Ave, New Manila, Quezon City, 1113",14.618332,121.006011,Manila (Philippines)
Emmanuel Maternity and New Born Clinic,Clinic,,,,14.705963,120.989783,Manila (Philippines)
Escueta Childen's Clinic,Clinic,,,Camarin Road,14.741953,121.033594,Manila (Philippines)
Espino Lying-in Clinic,Clinic,,,,14.6677,120.964671,Manila (Philippines)
Esthetics Science Clinic,Clinic,,,,14.556522,121.025712,Manila (Philippines)
Eyevenue Vision Care Clinic,Clinic,,,Kabatuhan Road,14.740999,121.020905,Manila (Philippines)
FMN Skin Care Center,Clinic,,,,14.61496,121.061658,Manila (Philippines)
FPOP Community Healthcare Clinic,Clinic,,,Tandang Sora Avenue,14.676277,121.042324,Manila (Philippines)
Family Care,Clinic,,,Quirino Highway,14.768441,121.081281,Manila (Philippines)
Family Doc,Clinic,,,,14.632117,121.082713,Manila (Philippines)
Family Doc,Clinic,,,General A. Luna Street,14.528811,121.070916,Manila (Philippines)
Family Doc Diagnostics Clinic,Clinic,,contact@familydoc.com.ph,"17A B5 Holy Spirit Drive, Quezon City",14.684041,121.077286,Manila (Philippines)
"Family First Multispecialty, Diagnostic, and Maternity Clinic",Clinic,,,M. H. del Pilar Street,14.661354,120.969919,Manila (Philippines)
Family Health Clinic,Clinic,,,,14.62786,121.048726,Manila (Philippines)
Far Estern University Health Services,Clinic,,,"Nicanor Reyes Street, Manila",14.602888,120.987102,Manila (Philippines)
Franco Clinic,Clinic,,,,14.514615,121.053748,Manila (Philippines)
Fresenius Medical Care,Clinic,,,"Chino Roces Avenue Extension, Makati, 1231",14.540426,121.019164,Manila (Philippines)
FriendlyCare,Clinic,,,20th Avenue,14.621011,121.063285,Manila (Philippines)
Fun Ranch Clinic,Clinic,,,Pasig,14.588069,121.078278,Manila (Philippines)
Global Health Diagnostic,Clinic,,,,14.469903,121.021588,Manila (Philippines)
Global Health Diagnostics,Clinic,,,,14.646339,121.052806,Manila (Philippines)
Godsend Maternity Clinic,Clinic,,,,14.645176,120.975339,Manila (Philippines)
Good Health Clinic,Clinic,,,,14.5098,121.06753,Manila (Philippines)
Good Sheperd Children's Hospital & Maternity Clinic,Clinic,,,,14.771048,121.075894,Manila (Philippines)
Guadahealth,Clinic,,,Ramon Magsaysay Street,14.563641,121.045109,Manila (Philippines)
Guadalupe Primary Health Care Centre,Clinic,,,La Consolacion Street,14.561906,121.045458,Manila (Philippines)
Guadalupe Viejo Health Center - Makati Health Department,Clinic,,,"Gumamela Street, Makati",14.564326,121.039715,Manila (Philippines)
HQ,Clinic,7408151,,70 Nicanor Roxas Street,14.626628,121.004571,Manila (Philippines)
Hannah Medical Clinic,Clinic,,,,14.572312,120.992772,Manila (Philippines)
Heals Diagnostics,Clinic,,,,14.644998,121.052154,Manila (Philippines)
Health Connection,Clinic,,,"Pasig, 1900",14.606964,121.104356,Manila (Philippines)
Health Cube,Clinic,+63 2 652 1111,inquiry@healthcube.com.ph,"Shaw Boulevard, Mandaluyong",14.59155,121.032976,Manila (Philippines)
Health Cube Medical Clinics,Clinic,+63 2 823 1111,inquiry@healthcube.com.ph,,14.422456,121.034336,Manila (Philippines)
Health Port,Clinic,,,,14.558882,121.003149,Manila (Philippines)
Healthline Multispecialty Center,Clinic,,,,14.580284,120.982069,Manila (Philippines)
Healthsphere,Clinic,,,,14.441999,120.997361,Manila (Philippines)
Healthway,Clinic,,,1781,14.41613,121.040748,Manila (Philippines)
Healthway,Clinic,,,"Padre Faura Street, Manila, 1000",14.578002,120.982694,Manila (Philippines)
Healthway Multi-Specialty Center,Clinic,,,,14.423307,121.030269,Manila (Philippines)
Healthway Office,Clinic,+6327515085,hrd@healthway.com.ph,"108 V. A. Rufino Street, Makati, 1229",14.556288,121.017732,Manila (Philippines)
Healthway Qualimed Manila,Clinic,+63 27080000,,"Taft Avenue, Manila",14.577175,120.98703,Manila (Philippines)
Herran Laboratory & Medical Clinic,Clinic,,,,14.581503,121.012652,Manila (Philippines)
Hi-Precision,Clinic,,,East Avenue,14.637501,121.046268,Manila (Philippines)
Hi-Precision Diagnostics,Clinic,+632 8550 1735,,31st Street,14.554009,121.047338,Manila (Philippines)
Holy Mother and Child Clinic,Clinic,,,7th Street,14.521405,121.058433,Manila (Philippines)
HopeMed Pediatric and Family Clinic,Clinic,,,,14.676673,121.036727,Manila (Philippines)
Hyperbaric Medicine Facility and Wound Center,Clinic,"+63289246101, 1952",,,14.64683,121.04556,Manila (Philippines)
IHADS - International Health Aide Diagnostic Services Inc.,Clinic,+63 2 522 2772,ihadsmanila@gmail.com,"2nd Floor 1428 Taft Avenue, 1000",14.578415,120.987239,Manila (Philippines)
"IMS Health Care, Inc.",Clinic,,,National Road,14.395896,121.045108,Manila (Philippines)
IMS Wealth Care Inc.,Clinic,,,National Road,14.395352,121.045112,Manila (Philippines)
IOM Manila Health Centre,Clinic,,,"105 H. V. de la Costa Street, Makati",14.560869,121.026363,Manila (Philippines)
Icon Clinic,Clinic,,,,14.603419,121.044984,Manila (Philippines)
Ideal vision,Clinic,,,,14.737261,121.059666,Manila (Philippines)
Ilaya Health Center,Clinic,,,,14.477496,120.981325,Manila (Philippines)
Immaculate Conception Clinic,Clinic,+63 2 641 4939,,"233 Doctor Pilapil Street, Pasig, 1600",14.56477,121.085068,Manila (Philippines)
InterMed Healtcare,Clinic,,,"88 West Avenue, Quezon City",14.646921,121.028343,Manila (Philippines)
Intercare Alabang,Clinic,,,,14.425721,121.022693,Manila (Philippines)
Isidro Mendoza Health Center,Clinic,+63 2 8563 3273,,"2158 Jesus Street, Manila, 1011",14.592453,121.004561,Manila (Philippines)
JAPANESE Clinic,Clinic,,,,14.561311,121.017617,Manila (Philippines)
JD Jack Medical Clinic,Clinic,,,20th Avenue,14.625832,121.060851,Manila (Philippines)
JM Lucas Infirmary,Clinic,,,,14.637768,121.080624,Manila (Philippines)
Jacinto Medical Clinic,Clinic,,,,14.637772,120.981252,Manila (Philippines)
"Javier's Ears, Nose, Throat",Clinic,,,,14.5818,121.012461,Manila (Philippines)
John Paul Medical Clinic,Clinic,,,Tirad Pass Street,14.659704,120.99177,Manila (Philippines)
Joson Medical Clinic,Clinic,,,"Dr. Sixto Antonio Avenue, Pasig",14.57876,121.081881,Manila (Philippines)
Juan R. Sanchez Health Center,Clinic,,,"Pateros, 1621",14.545248,121.069522,Manila (Philippines)
Just-E,Clinic,,,69 Russet Street,14.642776,121.117253,Manila (Philippines)
K Line Laboratory,Clinic,+ 63 2 5562956 loc. 405,,,14.531391,120.988309,Manila (Philippines)
KFP Renal Center,Clinic,,,"President Quezon Street, Pasig",14.592026,121.095304,Manila (Philippines)
Kaiser Medical Center,Clinic,,,Chino Roces Avenue,14.55769,121.013563,Manila (Philippines)
Kalayaan Health Center,Clinic,,,,14.615539,121.017678,Manila (Philippines)
Kamiseta Skin Clinic,Clinic,,,,14.63511,121.029616,Manila (Philippines)
Kamuning Health Center,Clinic,,,,14.625839,121.036883,Manila (Philippines)
Keralty MegaClinic,Clinic,,,,14.584938,121.056695,Manila (Philippines)
Kidney Clinic - Dr De Guzman,Clinic,,,,14.627507,121.097097,Manila (Philippines)
Klinika Novaliches,Clinic,,,"Quirino Highway, Quezon City",14.720821,121.039456,Manila (Philippines)
Klinika Pasig,Clinic,,,Dr. Garcia Street,14.558754,121.073391,Manila (Philippines)
Klinika sa Bantayog,Clinic,,,,14.644688,121.039005,Manila (Philippines)
L'Aesthetics,Clinic,,,,14.71839,121.054208,Manila (Philippines)
LRB Medical & Maternity Clinic,Clinic,+63276186251,,"Captain F. S. Samano Street, Caloocan",14.765588,121.044457,Manila (Philippines)
Labao Specialist,Clinic,,,,14.54173,121.081681,Manila (Philippines)
Lake Edge South Medical Clinic,Clinic,,,,14.468384,121.056921,Manila (Philippines)
Las Pinas City Social Hygiene Clinic,Clinic,+632 88178819;+632 8006406;+632 8739145,lpc.socialhygiene@gmail.com,"Alabang-Zapote Road, Las Piñas",14.433294,121.01342,Manila (Philippines)
Las Pinas Medical Clinic,Clinic,,,"Alabang-Zapote Road, Las Pinas, 1740",14.462857,120.968951,Manila (Philippines)
Las Piñas Lying-in Center,Clinic,,,"Balikatan Street, Las Piñas",14.457115,120.994812,Manila (Philippines)
Lazarte Medical Clinic,Clinic,,,,14.48127,121.046187,Manila (Philippines)
Le Clinique,Clinic,,,,14.554168,121.045045,Manila (Philippines)
Life Change Recovery Center,Clinic,415-6529,lifechange.lcrc@gmail.com,"105 Scout Rallos Street, 1103",14.633163,121.040262,Manila (Philippines)
Likhaan,Clinic,,,,14.663148,121.040488,Manila (Philippines)
Lingunan Health Center,Clinic,,,,14.718777,120.976212,Manila (Philippines)
Lizardo Childrens Clinic,Clinic,,,"Stella Maris Main Avenue, Pasig",14.577875,121.082509,Manila (Philippines)
Lord's Grace Medical Clinic,Clinic,(02) 8511 1060,,291 J. P. Rizal Street,14.572095,121.01433,Manila (Philippines)
Loving Mother Diagnostic and Dialysis Center,Clinic,,,EDSA,14.611259,121.05448,Manila (Philippines)
Lower Bicutan Health Center,Clinic,,,Manuel L. Quezon Avenue,14.489612,121.060968,Manila (Philippines)
Lusung Optical,Clinic,,,,14.696778,121.08863,Manila (Philippines)
MIA Health Center,Clinic,,,,14.514286,121.003554,Manila (Philippines)
MMC Medical and Diagnostic Center,Clinic,,,"4F GHR Remedios Street, 1000",14.571559,120.988463,Manila (Philippines)
Madrid Polyclinic & Diagnostic Center Inc.,Clinic,,,,14.613476,121.062607,Manila (Philippines)
Madrid Polyclinic & Diagnostic Center Inc.,Clinic,,,,14.613348,121.062405,Manila (Philippines)
Majito Emergency Clinic,Clinic,,,"Gloria Diaz Street, Las Piñas, 1740",14.441555,120.981271,Manila (Philippines)
Makati Ilchim Oriental Medical Clinic,Clinic,,,Gloria Street,14.562755,121.032222,Manila (Philippines)
Makati Social Hygiene Clinic,Clinic,+63 2 8870 1615,,Morong Street,14.570429,121.027257,Manila (Philippines)
Malabon Doctors Specialty and Diagnostic Center,Clinic,,,"105 P. Aquino Avenue, 1470",14.659717,120.959442,Manila (Philippines)
Malabon Polymedic Clinic,Clinic,,,Governor Wenceslao Pascual Avenue,14.668625,120.96752,Manila (Philippines)
Malabon Social Hygiene Clinic,Clinic,,malabon.shc@yahoo.com,,14.655142,120.962341,Manila (Philippines)
Malanday Health Center,Clinic,,,"Bulelak Street, Marikina, 1805",14.650901,121.096605,Manila (Philippines)
Malibay Health Center,Clinic,,,,14.533981,121.009326,Manila (Philippines)
Manangan Medical Clinic,Clinic,,,,14.71764,120.956689,Manila (Philippines)
Mandaluyong City Medical Center Annex - Maternity and Child Section,Clinic,,,"F. Martinez Avenue, Mandaluyong, 1550",14.582791,121.036387,Manila (Philippines)
Manggahan Super Health Center,Clinic,,,East Bank Road,14.597939,121.091563,Manila (Philippines)
Manuyo Uno Health Center,Clinic,,,,14.48301,120.984704,Manila (Philippines)
Marcelo Delos Santos Child and Adult Clinic,Clinic,,,,14.661047,121.034108,Manila (Philippines)
Maria Clara Health Center and Lying-in Clinic,Clinic,,,,14.618078,120.990769,Manila (Philippines)
Maria Regina Polyclinic,Clinic,,,Marikina,14.635616,121.094639,Manila (Philippines)
Marikina City Health Center,Clinic,,,J. Molina Street,14.648277,121.104137,Manila (Philippines)
Marikina City Healthy Center,Clinic,,,Marikina,14.636298,121.097665,Manila (Philippines)
Marikina Molecular Diagnostic Laboratory,Clinic,,,Bayan-Bayanan Avenue,14.650859,121.110439,Manila (Philippines)
Marine medical and laboratory clinic inc.,Clinic,,,,14.56834,120.993462,Manila (Philippines)
Marzan Health Care Clinic,Clinic,,,V. Luna Road,14.637306,121.050235,Manila (Philippines)
Masabong Health Center,Clinic,,,Malac Street,14.640771,121.011515,Manila (Philippines)
Masalunga Clinic,Clinic,,,,14.661793,120.994572,Manila (Philippines)
Mauway Health Center,Clinic,,,"Nueve de Pebrero Street, Mandaluyong",14.579112,121.04409,Manila (Philippines)
Maxicare Primary Care Clinic,Clinic,+63277987788; +63277987739,pcc.vvsoliven@maxicare.com.ph,EDSA,14.605221,121.057205,Manila (Philippines)
Maxicare Primary Care Clinic,Clinic,+63285821900;+63277987798,,,14.554844,121.044871,Manila (Philippines)
Mayor Moises R. Flores Health Center,Clinic,,,"Pateros, 1623",14.547289,121.06594,Manila (Philippines)
Mdi,Clinic,,,,14.483277,121.048393,Manila (Philippines)
Med Option,Clinic,,,,14.479375,120.980165,Manila (Philippines)
Medcare Multispecialty Clinic,Clinic,,,,14.39982,121.0404,Manila (Philippines)
MediCard Clinic,Clinic,+63 908 886 4723,,"145 Dela Rosa Street, Makati",14.558543,121.014678,Manila (Philippines)
MediCard Lifestyle Center,Clinic,,,"51 Paseo de Roxas, Makati",14.559293,121.030614,Manila (Philippines)
Medical Arts Building,Clinic,,,,14.634808,121.104391,Manila (Philippines)
"Medical Trends, Inc.",Clinic,,,Dr. A. Santos Avenue,14.455402,121.04106,Manila (Philippines)
Medical clinic,Clinic,,,,14.515484,121.071743,Manila (Philippines)
Medicard,Clinic,,,"EDSA, Quezon City",14.641845,121.039663,Manila (Philippines)
Medisense Diagnostic Clinic,Clinic,,,Churucca Street,14.581476,120.980926,Manila (Philippines)
Medline Dialysis Center,Clinic,,,,14.67741,121.031783,Manila (Philippines)
Megason Diagnostic Clinic,Clinic,,,,14.419316,121.047499,Manila (Philippines)
Merci Hub,Clinic,,,2151 Pointe C. Raymundo Avenue,14.589546,121.089014,Manila (Philippines)
Merita Medical Center,Clinic,,,,14.570876,120.991664,Manila (Philippines)
Metro-Avenue Medical Clinic,Clinic,,,,14.674663,121.047113,Manila (Philippines)
Minute Healcare,Clinic,,,,14.63813,121.036269,Manila (Philippines)
Miraculous Mother Medical Clinic,Clinic,,,Rizal Avenue,14.615429,120.982814,Manila (Philippines)
Molave Medical & Maternity Clinic,Clinic,,,,14.6296,121.067456,Manila (Philippines)
Montecino Clinic,Clinic,,,,14.615493,121.057828,Manila (Philippines)
Moonwalk Health Center,Clinic,,,,14.423323,120.995975,Manila (Philippines)
Moonwalk Health Center,Clinic,,,,14.491555,121.014348,Manila (Philippines)
