Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Atlantic Medical Center,Clinic,+1-712-243-2850,,"1501 East 10th Street, Atlantic, 50022",41.401032,-94.99168,USA
Au Gres Care Clinic,Clinic,,,,44.047222,-83.693056,USA
AuSable Free Clinic,Clinic,+1-989-348-0740,,"1200 West North Down River Road, Grayling, 49738",44.670599,-84.709898,USA
Audubon Family Health Care,Clinic,+1-712-563-4611,,"515 Pacific Avenue, Audubon, 50025",41.715589,-94.93776,USA
Audubon Vision Clinic,Clinic,,,,41.72079,-94.930833,USA
Aurelia Medical Clinic,Clinic,+1-712-434-2101,,"225 Main Street, Aurelia, 51005",42.713059,-95.436749,USA
Austin Regional Clinic,Clinic,,,"10401 Anderson Mill Road, Austin, 78750",30.446372,-97.80573,USA
Avoca Physicians Clinic,Clinic,+1-712-343-6455,,"519 North Elm Street, Avoca, 51521",41.48092,-95.339713,USA
BCMH Physician Group,Clinic,,,,46.73177,-88.424966,USA
Baldwin Family Health Care Clinic,Clinic,+1-231-745-4624,,"1615 Michigan Avenue, Baldwin, 49304",43.904162,-85.852357,USA
Bancroft Clinic,Clinic,+1-515-885-2336,,"122 West Ramsey Street, Bancroft, 50517",43.292668,-94.219051,USA
Baptist Health Medical Plaza,Clinic,+1 479 788 4000,,"1500 Dodson Avenue, Fort Smith, 72901",35.371502,-94.417468,USA
Barnes Center at The Arch,Clinic,+1-315-443-9005,,"150 Sims Drive, Syracuse, 13210",43.036324,-76.134631,USA
Bay Mills Health Clinic,Clinic,+1-906-248-5527,,"12124 West Lakeshore Drive, Brimley, 49715",46.45165,-84.601249,USA
Bay Street Orthopaedics,Clinic,+1-231-347-5155,,"4048 Cedar Bluff Drive, Petoskey, 49770",45.357865,-85.024766,USA
Baycare Medical Center,Clinic,+1-906-387-4338,,"1500 Sand Point Road, Munising, 49862",46.425204,-86.624768,USA
Bayfront Ambulatory Surgery Center,Clinic,+1 727 553 7906,,"603 7th Street South, Saint Petersburg, 33701",27.763574,-82.643579,USA
Bayside Family & Sports Medicine,Clinic,,,,45.376322,-84.921479,USA
Baytown Health Center,Clinic,+1 281 837 2700,,"1602 Garth Road, Baytown, 77520",29.744697,-94.976682,USA
Beacon Medical Group Edwardsburg,Clinic,+1-269-663-8288,,"27082 West Main Street, Edwardsburg, 49112",41.797303,-86.089967,USA
Beaverton Medical Center,Clinic,+1-989-435-2937,,"129 West Brown Street, Beaverton, 48612",43.882023,-84.486251,USA
Bedford Family Physicians,Clinic,,,,41.745622,-83.626097,USA
Bella Vista Health Center,Clinic,+1 718 589 2141,,"890 Hunts Point Avenue, Bronx, 10474",40.819362,-73.889325,USA
Bellevue Redmond Physical Therapy Center,Clinic,,,,47.629607,-122.13839,USA
Berks Community Health Center,Clinic,+1 610 988 4838,,"838 Penn Street, Reading, 19602",40.334891,-75.92114,USA
Berryhill Mental Health Center,Clinic,+1-515-955-7171,,"720 Kenyon Road, 50501",42.489346,-94.193687,USA
Betty Ford Comprehensive Center,Clinic,,,,38.905389,-77.051922,USA
Birmingham Medical Clinic,Clinic,+1-319-293-3171,,"735 IA 1, Birmingham, 52535",40.886165,-91.949084,USA
Blackstone Family Practice Center,Clinic,+1 434 292 7261,,"213 North Main Street, Blackstone, 23824",37.08264,-77.996921,USA
Bliss Cancer Center,Clinic,,,,42.033201,-93.611965,USA
Blissfield Health Center,Clinic,,,,41.837209,-83.884477,USA
Blue Ridge Speech and Hearing Center,Clinic,+1 703-858-7620,,"19465 Deerfield Avenue, Lansdowne, 20176",39.078111,-77.478464,USA
Blue Ridge Surgery Center,Clinic,+1 919 781 4311,,"2308 Wesvill Court, Raleigh, 27607",35.815153,-78.695096,USA
Bluffs Family Health Care Center,Clinic,+1-712-325-0022,,"3434 West Broadway, Council Bluffs, 51501",41.262156,-95.900983,USA
Bonaparte Medical Center,Clinic,+1-319-293-3171,,"624 1st Street, Bonaparte, 52620",40.698212,-91.803565,USA
Bondurant Family Clinic,Clinic,,,,41.6967,-93.451864,USA
Boone County Family Medicine,Clinic,+1-515-432-2357,,"1115 South Marshall Street, Boone, 50036",42.044029,-93.878977,USA
Borgess Leel Medical Group,Clinic,+1-269-445-0771,,"117 South Broadway Street, Cassopolis, 49031",41.911111,-86.012222,USA
Borrego Medical Clinic,Clinic,+1 760 767 5051,,"4343 Yaqui Pass Road, Borrego Springs, 92004",33.193892,-116.328855,USA
Bouchey Eye Surgery Center,Clinic,,,,40.962689,-91.559314,USA
Boyertown Medical Associates,Clinic,+1 610 367 2259,,"23 North Walnut Street, Boyertown, 19512",40.335139,-75.638928,USA
Boyne Area Medical Center,Clinic,+1-231-582-5314,,"223 North Park Street, Boyne City, 49712",45.216891,-85.013397,USA
Bozeman Medical Arts Center,Clinic,,,"300 North Willson Avenue, Bozeman, 59715",45.68243,-111.038003,USA
Bratton Clinic,Clinic,+1-989-426-3689,,"1277 East Cedar Avenue, Gladwin, 48624",43.98129,-84.467139,USA
Breda Health Clinic,Clinic,+1-712-673-2301,,"221 Main Street, Breda, 51436",42.181762,-94.978301,USA
Britt Medical Clinic,Clinic,+1-641-843-5050,,"532 1st Street Northwest, Britt, 50423",43.098284,-93.80812,USA
Broadneck Medical Center,Clinic,,,"273 Peninsula Farm Road, Arnold, 21012",39.055673,-76.515958,USA
Brownsburg Medical Plaza,Clinic,+1 317 852 3222,,"1375 North Green Street, Brownsburg, 46112",39.862881,-86.391786,USA
Buchanan Family Medical Center,Clinic,+1-269-695-5540,,"1045 East Front Street, Buchanan, 49107",41.827733,-86.347695,USA
Buddhist Tzu Chi Medicial Center,Clinic,+1 626 281 3383,,"1000 South Garfield Avenue, Alhambra, 91801",34.084564,-118.122711,USA
Burgess Family Clinic,Clinic,+1-712-428-4100,,"409 Evans Street, Sloan, 51055",42.232968,-96.228234,USA
Burgess Family Clinic,Clinic,+1-712-882-2234,,"513 South Muckey Street, Mapleton, 51034",42.159238,-95.793037,USA
Burlington Ear Nose and Throat Clinic,Clinic,+1 319 752 2725,,"1225 South Gear Avenue, West Burlington, 52655",40.809195,-91.1722,USA
Burlington Pediatrics Association,Clinic,+1 319 753 5177,,"1223 South Gear Avenue, West Burlington, 52655",40.809332,-91.173428,USA
Burt Township Medical Center,Clinic,,,,46.669185,-85.980615,USA
CCMH Medical Center - City Center,Clinic,+1-712-263-5071,,"115 North 14th Street, Denison, 51442",42.018576,-95.353532,USA
CCMH Medical Clinic - Charter Oak,Clinic,+1-712-678-3440,,"149 Main Street, Charter Oak, 51439",42.067745,-95.590988,USA
CHI Health Clinic,Clinic,+1-712-527-3699,,"1203 Locust Street, Glenwood, 51534",41.036786,-95.747529,USA
CHI Health Clinic,Clinic,+1-712-643-2298,,"704 Iowa Avenue, Dunlap, 51529",41.854129,-95.6002,USA
CHI Health Clinic,Clinic,+1-712-523-2196,,"1502 Madison Street, Bedford, 50833",40.674937,-94.721855,USA
CHI Health Clinic,Clinic,+1-641-322-5245,,"601 Rosary Drive, Corning, 50841",40.989565,-94.748519,USA
CHI Health Clinic,Clinic,+1-712-647-2566,,"518 Lincoln Way, Woodbine, 51579",41.737737,-95.702867,USA
CHI Health Clinic,Clinic,+1-712-642-2794,,"809 East Elm Street, Missouri Valley, 51555",41.563048,-95.884732,USA
CHI Health Clinic,Clinic,+1-712-644-3288,,"122 West 8th Street, Logan, 51546",41.642258,-95.791454,USA
CIH Clinic - State Center,Clinic,+1-641-844-2970,,"503 3rd Avenue Southwest, State Center, 50247",42.012488,-93.166037,USA
CIH Clinic - Tama-Toledo,Clinic,+1-641-484-5445,,"1307 South Broadway Street, Toledo, 52342",41.980098,-92.577962,USA
CMH Medical Clinic,Clinic,+1-563-578-5375,,"Sumner, 50674",42.846925,-92.109341,USA
Cadillac After Hours Clinic,Clinic,+1-231-775-8814,,"440 Cobb Street, Cadillac, 49601",44.244934,-85.389894,USA
Cadillac Family Physicians Clinic,Clinic,+1-231-775-2493,,"8950 Professional Drive, Cadillac, 49601",44.225796,-85.396821,USA
California City Family Health Center,Clinic,+1 760 373 1785,,"9350 North Loop Road, California City, 93505",35.132947,-117.96238,USA
Cams Medical Clinic,Clinic,+1 308 874 2255,,"562 Vincent Avenue, Chappell, 69129",41.096114,-102.47205,USA
Capitol Hill Medical Clinic,Clinic,,,,38.8922,-76.9947,USA
Care 1 of Bronson,Clinic,+1-517-858-1400,,"735 East Chicago Street, Bronson, 49028",41.873789,-85.182044,USA
Carriage Hill Clinic,Clinic,,,,42.3233,-83.3119,USA
Carroll Eye Clinic,Clinic,+1-712-792-3318,,"1236 Heires Avenue, Carroll, 51401",42.076865,-94.881276,USA
Cassopolis Family Clinic,Clinic,+1-269-445-3874,,"261 M-62, Cassopolis, 49031",41.919225,-86.015195,USA
Cedar Valley Podiatry Center,Clinic,+1-614-228-5578,,"800 11th Street, Charles City, 50616",43.051572,-92.683834,USA
Center For Repetitive Motion Disorders,Clinic,,,,39.021923,-77.133949,USA
Center for Back Injury Prevention and Rehabilitation,Clinic,,,,39.021811,-77.133924,USA
Center for Rehabilitation Medicine,Clinic,,,"1441 Clifton Road Northeast, Atlanta, 30322",33.794942,-84.320485,USA
Center for Wellness,Clinic,+1 814 393 2121,,,41.210462,-79.378975,USA
Centerville Family Care Center,Clinic,+1-641-856-5578,,"236 West Maple Street, Centerville, 52544",40.732236,-92.875754,USA
Centerville Medical Clinic,Clinic,,,,40.755808,-92.857232,USA
Central Iowa Eyecare Center,Clinic,+1-515-576-1261,,"1202 2nd Avenue North, Fort Dodge, 50501",42.508475,-94.182516,USA
Central Vision Center,Clinic,+1 641 673 5658,,"119 1st Avenue West, Oskaloosa, 52577",41.294728,-92.646026,USA
Centro Ambulatorio Pavía,Clinic,,,Caguas,18.237865,-66.03488,USA
Centro de Salud,Clinic,,,"3 Calle Dr. Santos Defendini, Adjuntas, 00601",18.163394,-66.720953,USA
Centro de Salud Familiar Dr. Julio Palmieri Ferri,Clinic,+1 787 839 4150,,"46 Calle Samuel Morse, Arroyo",17.968802,-66.060166,USA
ChapCare Fair Oaks,Clinic,,,"1855 North Fair Oaks Avenue, Pasadena, 91103",34.177584,-118.151134,USA
Chariton Clinic,Clinic,+1-641-774-8103,,"1200 North 7th Street, Chariton, 50049",41.027938,-93.301971,USA
Chariton Valley Medical Center,Clinic,+1-641-437-4344,,"707 South Main Street, Centerville, 52544",40.728188,-92.873565,USA
"Charles Anderson, MD",Clinic,,,"S. Hiwy 123, San Marcos, 78666",29.854916,-97.939898,USA
Charles City Family Health Center,Clinic,+1-641-228-5151,,"1501 South Main Street, Charles City, 50616",43.050485,-92.683208,USA
Charlevoix Foot Clinic,Clinic,,,,45.307671,-85.258282,USA
Cheboygan Community Medical Center,Clinic,,,,45.631066,-84.482187,USA
Cherokee County Health Center,Clinic,+1 864 487 2705,,"400 South Logan Street, Gaffney, 29340",35.070961,-81.655097,USA
Cherokee Regional Clinic - Marcus,Clinic,+1-712-376-4600,,"300 East Pine Street, Marcus, 51035",42.824684,-95.804886,USA
Child Health Specialty Clinic,Clinic,+1-515-955-8326,,"804 Kenyon Road, Fort Dodge, 50501",42.491978,-94.191954,USA
Child Health Specialty Clinics,Clinic,+1-712-792-5530,,"204 West 7th Street, Carroll, 51401",42.066955,-94.868563,USA
Child Study Center,Clinic,+1-817-336-8611,,"1300 West Lancaster Avenue, Fort Worth, 76102",32.747229,-97.340411,USA
Child and Family Development Center,Clinic,,,,34.02925,-118.480381,USA
Children's National Hospital - Childrens Health Center,Clinic,,,"111 Michigan Avenue Northwest, Washington, 20010",38.92725,-77.014638,USA
Childrens National Hospital - Adolescent Health Center,Clinic,,,"111 Michigan Avenue Northwest, Washington, 20010",38.9273,-77.0139,USA
Chincoteague Island Community Health Center,Clinic,+1 757 336 3682,,"4049 Main Street, Chincoteague, 23336",37.933847,-75.377955,USA
Chippewa Medical Associates,Clinic,+1-877-823-6196,,"510 Ashmun Street, Sault Sainte Marie, 49783",46.497574,-84.348242,USA
Christy Clinic,Clinic,,,,40.639174,-91.742633,USA
Claremont Family Health Center,Clinic,+1 718 299 6910,,"264 East 174th Street, Bronx, 10457",40.844509,-73.905988,USA
Clarion Clinic,Clinic,+1-844-474-4321,,"215 13th Avenue Southwest, Clarion, 50525",42.720867,-93.733658,USA
Clark Eye Center,Clinic,,,,40.758602,-93.3191,USA
Clay Avenue Family Health Care Center,Clinic,+1 718 299 1100,,"1776 Clay Avenue, Bronx, 10457",40.846333,-73.904407,USA
Clemson Vision Center,Clinic,,,,34.683494,-82.837278,USA
Clinica Hospital La Concepción,Clinic,,,Hormigueros,18.139144,-67.128679,USA
Clinton Foot and Ankle Clinic,Clinic,+1-517-456-4114,,,42.071664,-83.976267,USA
Clinton Health Center,Clinic,,,,42.070923,-83.985472,USA
Coloma Medical Center,Clinic,+1-269-463-3600,,"6701 Paw Paw Avenue, Coloma, 49038",42.193598,-86.292742,USA
Colon Medical Clinic,Clinic,,,,41.957676,-85.326118,USA
Colonial Heights Health Department,Clinic,,,"200 Highland Avenue, Colonial Heights, 23834",37.254008,-77.410434,USA
Columbus Junction Medical Clinic,Clinic,+1-319-728-2429,,"109 East Walnut Street, Columbus Junction, 52738",41.279759,-91.359244,USA
Community Cancer Center North,Clinic,+1 317 621 4333,,"7229 Clearvista Drive, Indianapolis, 46256",39.898659,-86.041173,USA
Community Health Centers of Pinellas at Johnnie Ruth Clarke,Clinic,+1 727 824 8181,,"1344 22nd Street South, Saint Petersburg, 33712",27.756897,-82.662517,USA
Community Health Centers of Southern Iowa,Clinic,+1-641-784-7911,,"802 East Ackerly Street, Lamoni, 50140",40.619722,-93.923146,USA
Community Health Centers of Southern Iowa,Clinic,+1 641 872 1750,,"102-104 North Franklin Street, Corydon, 50060",40.758571,-93.31913,USA
Community Healthcare Network,Clinic,+1-718-320-4466,,"975 Westchester Avenue, Bronx, 10459",40.823211,-73.895272,USA
Community Surgery Center North,Clinic,+1 317 621 2000,,"8040 Clearvista Drive, Indianapolis, 46256",39.900961,-86.039256,USA
Comprehensive Care Center,Clinic,+1 954 467 0880,,"1101 Northwest 1st Street, Fort Lauderdale, 33311",26.12315,-80.156601,USA
Comprehensive Community Health Centers,Clinic,+1 818 265 2264,,"801 South Chevy Chase Drive, Glendale, 91205",34.136667,-118.240556,USA
Concentra Medical Center,Clinic,,,"11144 Aurora Avenue, 50322",41.637338,-93.77055,USA
Cornell Scott-Hill Health Center,Clinic,+1 203 503 3000,,"428 Columbus Avenue, New Haven, 06513",41.29755,-72.939401,USA
Cornerstone Family Practice,Clinic,,,,42.785884,-91.099235,USA
Cornerstone Family Practice,Clinic,+1-563-964-2608,,"101 East Watson Street, Garnavillo, 52049",42.86941,-91.235909,USA
Costa Salud Community Health Centers,Clinic,+1 787-823-0909,,,18.338761,-67.251779,USA
Covenant Clinic,Clinic,+1-641-473-2707,,"309 2nd Street, Gladbrook, 50635",42.187857,-92.714042,USA
Covenant Clinic Reinbeck,Clinic,+1-319-345-6461,,"501 Main Street, Reinbeck, 50669",42.324965,-92.59963,USA
Coyote Medical Clinic,Clinic,+1-575-638-5487,,"3396 State Road 96, Coyote, 87012",36.16519,-106.612493,USA
Crain Chiropractic Clinic,Clinic,+1-515-961-9111,,"213 West Salem Avenue, Indianola, 50125",41.360162,-93.562935,USA
Creekwood Surgery Center,Clinic,+1 816 455 4214,,"211 Northeast 54th Street, Kansas City, 64118",39.191513,-94.578809,USA
Creston Vision Clinic,Clinic,+1-641-782-7619,patientcare@crestonvision.com,"1700 West Townline Street, Creston, 50801",41.069851,-94.38302,USA
Crystal Lake Health Center Bear Lake Clinic,Clinic,+1-231-864-3314,,"8225 Lake Street, Bear Lake, 49614",44.426782,-86.135135,USA
Crystal Lake Health Center Benzonia Clinic,Clinic,+1-231-882-9616,,"6227 Frankfort Highway, Benzonia, 49616",44.629368,-86.114956,USA
Curtis National Hand Center,Clinic,+1 410 235 5405,,"3333 North Calvert Street, Baltimore, 21218",39.328787,-76.614683,USA
DaVita Council Bluffs Dialysis Center,Clinic,+1-800-424-6589,,"300 West Broadway, Council Bluffs, 51503",41.262422,-95.847232,USA
Daggett Medical Clinic,Clinic,+1-715-735-3627,,"106 South School Road, Daggett, 49821",45.463159,-87.602475,USA
Denture Clinic,Clinic,,,,43.453968,-96.434698,USA
Dermatology Associates of Northern Michigan,Clinic,+1-231-487-2230,,"4170 Cedar Bluff Drive, Petoskey, 49770",45.358071,-85.025053,USA
Dermatology PC,Clinic,,,,41.599398,-93.796274,USA
Dickinson Family Practice Center,Clinic,+1-906-774-6383,,"844 Pyle Drive, Kingsford, 49802",45.804546,-88.080961,USA
Dickinson Family Practice Center,Clinic,+1-906-563-7323,,"N1667 US 8, Norway, 49870",45.778555,-87.910224,USA
Dickinson Internal Medicine Clinic,Clinic,+1-906-776-5860,,,45.809288,-88.045493,USA
Doctor Frank R and Mary Jane Cosiano Health Center,Clinic,,,,41.057592,-83.651254,USA
"Doctor Martin Luther King, Junior Health Center",Clinic,+1 718 503 7715,,"1265 Franklin Avenue, Bronx, 10456",40.831306,-73.902832,USA
Doran Clinic for Women,Clinic,+1-515-239-6970,,"1015 Duff Avenue, Ames, 50019",42.031643,-93.61102,USA
Douds Medical Clinic,Clinic,+1-319-293-3171,,"14204 IA 98, Douds, 52551",40.840161,-92.08634,USA
Doxey-Hatch Medical Center,Clinic,,,,40.68748,-111.855405,USA
"Dr. Jack Sherry, DPM",Clinic,+1 319 337 2135,,"1505 Mall Drive, Iowa City, 52245",41.644724,-91.502547,USA
Dr. Korthals and Associates,Clinic,+1-641-592-1801,,"213 West Main Street, Lake Mills, 50450",43.419541,-93.53407,USA
Dr. Nick Palmer/Jim Ellefson Free Medical Clinic,Clinic,+1-515-266-7622,,"1607 East 33rd Street, Des Moines, 50317",41.607342,-93.551206,USA
Drees Family & Sports Chiropractic,Clinic,,,,41.360424,-93.563064,USA
Duke Urgent Care South,Clinic,+1 919 572 1868,,"5716 Fayetteville Road, Durham, 27713",35.921986,-78.928603,USA
Dundee Family Care,Clinic,,,,41.956961,-83.673832,USA
Dundee Internal Medicine,Clinic,,,,41.957937,-83.675276,USA
Dyersville Family Practice Center,Clinic,,,,42.47552,-91.130376,USA
Dysart Clinic,Clinic,+1-319-476-4000,,"501 Clark Street, Dysart, 52224",42.170753,-92.305234,USA
Earlham Medical Clinic,Clinic,+1-515-758-2907,,"125 West 1st Street, Earlham, 50072",41.491681,-94.123456,USA
East Bay Medical Center,Clinic,+1-989-366-1515,,"1401 Short Drive, Prudenville, 48651",44.315787,-84.621098,USA
East End Family Health Center,Clinic,+1 340 775 3700,,"4605 Tutu Park Mall, Saint Thomas, 00802",18.339253,-64.890109,USA
East Jordan Family Health Center,Clinic,+1-231-536-2206,,"601 Bridge Street, East Jordan, 49727",45.150066,-85.137861,USA
East Side Health Clinic,Clinic,+1 618 874 4713,,"638 North 20th Street, East Saint Louis, 62205",38.619217,-90.132331,USA
Eastern Iowa Sleep Center,Clinic,,,"1010 8th Avenue, Belle Plaine, 52208",41.895091,-92.276905,USA
Edna M. Youngs Student Health Center,Clinic,+1-906-635-2110,,"621 West Easterday Avenue, Sault Sainte Marie, 49783",46.491389,-84.363333,USA
Elk Horn Clinic,Clinic,+1-712-764-4642,,"4022 Main Street, Elk Horn, 51531",41.587841,-95.060512,USA
Elkader Eye Clinic,Clinic,+1-563-245-2304,,"202 South Main Street, Elkader, 52043",42.852763,-91.402916,USA
Elkader Medical Associates Center,Clinic,+1-563-245-1717,,"911 Carter Street, Elkader, 52043",42.86011,-91.415447,USA
Elkader Medical Associates Office,Clinic,+1-563-539-4631,,"107 South Page Street, Monona, 52159",43.052614,-91.391014,USA
Emmetsburg Eye Clinic,Clinic,+1-712-852-2979,,"2217 Main Street, Emmetsburg, 50536",43.112218,-94.679828,USA
Encino Medical Plaza,Clinic,,,"717 Encino Place Northeast, Albuquerque, 87102",35.088323,-106.63284,USA
Enloe Prompt Care,Clinic,+1 530 332 4111,,"560 Cohasset Road, Chico, 95926",39.752544,-121.847936,USA
Excel Physical Therapy Center,Clinic,,,,41.138969,-96.03425,USA
Eye Associates,Clinic,+1 319 656 2420,,"204 5th Street, Kalona, 52247",41.483242,-91.705895,USA
Eye Associates of Atlantic,Clinic,+1 712 243 7540,,"1501 East 10th Street, Atlantic, 50022",41.401095,-94.99178,USA
Eye Associates of Audubon,Clinic,+1-712-563-3456,,"415 Tracy Street, Audubon, 50025",41.720561,-94.931194,USA
Eye Associates of Marquette,Clinic,+1-906-226-2531,,"1414 West Fair Avenue, Marquette, 49855",46.557419,-87.417071,USA
Eye Care Associates,Clinic,+1-641-752-1511,,"501 East Main Street, Marshalltown, 50158",42.049432,-92.904366,USA
Eye Care Associates,Clinic,+1 515 523 1300,,"303 Southwest 7th Street, Stuart, 50250",41.497025,-94.321526,USA
Eye Care Associates,Clinic,+1-515-465-4203,,"1313 2nd Street, Perry, 50220",41.841096,-94.105235,USA
Eye Care Associates,Clinic,+1-515-386-3513,,"207 North Chestnut Street, Jefferson, 50129",42.016674,-94.373264,USA
Eye Care Associates,Clinic,+1-641-747-8207,,"405 State Street, Guthrie Center, 50115",41.677427,-94.503276,USA
Eye Care Associates,Clinic,+1-641-755-3699,,"116 East Main Street, Panora, 50216",41.691541,-94.36359,USA
Eye Physicians & Surgeons,Clinic,+1 800 338 3623,,"301 West Monroe Street, Mount Pleasant, 52641",40.967048,-91.556162,USA
Eye and Contact Lens Associates,Clinic,,,,34.689316,-82.833561,USA
Eye and Ear Hospital,Clinic,,,,40.441843,-79.961155,USA
Eyecare Associates of Southwest Iowa,Clinic,+1 712 246 1786,,"505 West Sheridan Avenue, Shenandoah, 51601",40.766113,-95.371434,USA
Eyecare Center,Clinic,,,,42.979037,-95.686958,USA
FHP Health Center,Clinic,+1 671 646 5825,,"548 South Marine Corps Drive, Tamuning, 96913",13.487217,144.784503,USA
Fairfax Surgical Center,Clinic,+1 703-691-0670,,"10730 Main Street, Fairfax, 22030",38.849729,-77.315421,USA
Fairfield Foot and Ankle Clinic,Clinic,,,,41.008353,-91.960728,USA
Fallbrook Medical Center,Clinic,+1 760 723 5900,,"593 East Elder Street, Fallbrook, 92028",33.379753,-117.24448,USA
Family Care Partners of the Quad Cities,Clinic,+1-563-344-7400,,"3740 Utica Ridge Road, Bettendorf, 52722",41.55825,-90.517578,USA
Family Chiropractic Center,Clinic,,,,41.361659,-93.557993,USA
Family Eye Care Center,Clinic,+1-641-923-3737,,"45 State Street, Garner, 50438",43.104225,-93.601828,USA
Family Eye Care Center,Clinic,+1-641-843-3841,,"90 Main Avenue North, Britt, 50423",43.097462,-93.802165,USA
Family Eye Clinic of Perry,Clinic,,,,41.84193,-94.104957,USA
Family Eyecare of Ida Grove,Clinic,+1-712-364-3118,,"415 2nd Street, Ida Grove, 51445",42.344886,-95.47082,USA
Family Foot Care Center,Clinic,,,,41.139053,-96.034204,USA
Family Foot Care Center,Clinic,,,,43.078855,-94.217463,USA
Family Foot Clinic of Newton,Clinic,,,,41.699713,-93.055754,USA
Family Foot Health Care,Clinic,+1-319-352-6860,,"325 21st Street Northwest, Waverly, 50677",42.728408,-92.496962,USA
Family Health Care of Siouxland Morningside Clinic,Clinic,+1-712-274-2400,,"4545 Sergeant Road, Sioux City, 51106",42.44806,-96.347154,USA
Family Health Center,Clinic,,,,45.788113,-87.916761,USA
Family Health Services,Clinic,+1 419 502 2800,,"1912 Hayes Avenue, Sandusky, 44870",41.437564,-82.712245,USA
Family Medical Center of Michigan,Clinic,+1-734-847-3802,,"8765 Lewis Avenue, Temperance, 48182",41.775211,-83.569858,USA
Family Medical Center of Michigan,Clinic,+1-734-654-2169,,"130 Medical Center Drive, Carleton, 48117",42.056422,-83.379223,USA
Family Medical Clinic,Clinic,+1-712-423-1525,,"1614 Diamond Street, Onawa, 51040",42.024702,-96.105908,USA
Family Medicine,Clinic,+1-641-236-6740,,"224 3rd Avenue, Grinnell, 50112",41.741572,-92.733809,USA
