Name,Type,Phone Number,Email,Physical Address,Latitude,Longitude,Region
Awanui Labs,Clinic,,,,-36.822224,174.612197,New Zealand
Awanui Labs,Clinic,,,Great South Road,-37.02088,174.895285,New Zealand
Awanui Labs,Clinic,,,,-36.715963,174.746825,New Zealand
Awanui Labs,Clinic,+64 9 574 7399,,"382 Te Atatu Road, Auckland, 0610",-36.854689,174.650728,New Zealand
Awanui Labs,Clinic,,,,-37.04826,174.932747,New Zealand
Awanui Labs,Clinic,,,,-36.889464,175.010472,New Zealand
Awanui Labs,Clinic,,,,-36.993809,174.882162,New Zealand
Awanui Labs,Clinic,,,,-36.890803,174.746036,New Zealand
Awanui Labs,Clinic,,,,-36.971245,174.797312,New Zealand
Awanui Labs,Clinic,,,,-36.588616,174.694366,New Zealand
Awanui Labs,Clinic,,,,-36.913898,174.84566,New Zealand
Awanui Labs,Clinic,+64 9 574 7399,,"46 Wellington Street, Auckland, 2014",-36.894546,174.929686,New Zealand
Awanui Labs,Clinic,+64 9 574 7399,,,-36.916039,174.872602,New Zealand
Awanui Labs,Clinic,,,,-36.847989,174.76623,New Zealand
Awanui Labs,Clinic,+64 3 214 6980,donstpsc@sclabs.co.nz,,-46.411108,168.359022,New Zealand
Awanui Labs,Clinic,,,,-36.829265,174.797276,New Zealand
Awanui Labs,Clinic,,,"10 Woodford Avenue, Auckland, 0610",-36.866731,174.630513,New Zealand
Awanui Labs,Clinic,,,"6 Hartham Place South, Porirua, 5022",-41.137162,174.841167,New Zealand
Back In Motion Physiotherapy Clinic,Clinic,,,"59A Musselburgh Rise, Dunedin",-45.897454,170.515522,New Zealand
Barrington Medical Centre,Clinic,,,,-43.557523,172.620236,New Zealand
Bay Audiology,Clinic,,,,-36.715696,174.746461,New Zealand
Bay Audiology,Clinic,,,,-36.725654,174.696724,New Zealand
Bay Audiology,Clinic,,,,-38.218421,175.871,New Zealand
Bay Radiology,Clinic,,info@bayradiology.co.nz,,-37.674897,176.228578,New Zealand
Bay View Medical Centre,Clinic,,,,-35.280449,174.089066,New Zealand
Birkenhead Health Centre,Clinic,,,"235 Onewa Road, Auckland, 0626",-36.809793,174.726385,New Zealand
Bloom Family Chiropractic,Clinic,,,,-41.117299,174.893261,New Zealand
Bloom Hearing,Clinic,,,,-37.796803,175.281196,New Zealand
Body In Motion,Clinic,+64 7 927 3330,admin@bodyinmotion.co.nz,"3 Grenada Street, NZ",-37.674532,176.228703,New Zealand
Body Works Clinic,Clinic,,,,-36.720204,174.710322,New Zealand
Botany Medical & Urgent Care,Clinic,,,,-36.933638,174.911216,New Zealand
Breast Screen Aotearoa,Clinic,,,,-36.818981,174.6115,New Zealand
Breast Screen Aotearoa,Clinic,,,,-36.889269,174.792874,New Zealand
BreastScreen Aotearoa,Clinic,,,2 Lake Pupuke Drive,-36.789663,174.764363,New Zealand
Caci,Clinic,+64 3 383 0552,,"426 Prestons Road, Christchurch, 8083",-43.474673,172.669768,New Zealand
Cambridge Physiotherapy and Accupuncture Clinic,Clinic,,,,-37.894751,175.471175,New Zealand
Cancer Society New Zealand,Clinic,,,,-39.942025,175.039305,New Zealand
Cancer Society Northland,Clinic,,,,-35.710422,174.321706,New Zealand
Cancer Society Sth Canterbury,Clinic,,,Memorial Ave,-44.40753,171.254744,New Zealand
Cannabis Care,Clinic,,,,-36.884799,174.735559,New Zealand
Canopy Imaging,Clinic,,,,-36.864287,174.630127,New Zealand
Capital Care Health Centre,Clinic,,,"35 Tennyson Street, Te Aro, Wellington, 6011",-41.295028,174.781015,New Zealand
Carterton Medical Centre,Clinic,,,,-41.027629,175.525211,New Zealand
Cashel Health Centre,Clinic,,,"413 Cashel Street, Christchurch, 8011",-43.532675,172.655486,New Zealand
Cavendish Clinic,Clinic,,,,-36.992735,174.860778,New Zealand
Chatham Island Hospital and Health Centre,Clinic,+64 3 305 0035,,"6 Hospital Road, Chatham Islands, 8016",-43.953091,-176.559139,New Zealand
ChiroMotion,Clinic,,,582 Great South Road,-36.895762,174.801082,New Zealand
Chirolink,Clinic,+64 9 522 1515,,"46 Green Lane East, Auckland, 1050",-36.884838,174.804528,New Zealand
Chiropractor,Clinic,,,,-37.765658,175.255309,New Zealand
Chiropractor Centre,Clinic,,,,-36.71638,174.743421,New Zealand
Christchurch PsychMed,Clinic,+643 356 1150,info@christchurchpsychmed.co.nz,169 Innes Road,-43.504261,172.628873,New Zealand
City Doctors,Clinic,+64 6 355 3300,,,-40.350395,175.617987,New Zealand
City Medical Gisborne,Clinic,+646 868 6104,,"134 Derby Street, Gisborne, 4010",-38.664678,178.022701,New Zealand
Clevedon Medical Centre,Clinic,,,,-36.994096,175.036287,New Zealand
Coast Skin,Clinic,,,"184 Main Road, Christchurch, 8081, NZ",-43.561969,172.73844,New Zealand
Coast To Coast Healthcare,Clinic,,,,-36.349647,174.71478,New Zealand
Coastal Wellness,Clinic,+64 7 542 5474,office@CoastalWellness.co.nz,,-37.710618,176.314676,New Zealand
Community Dialysis Centre,Clinic,,,,-36.736474,174.726576,New Zealand
Community Mental Health,Clinic,,,,-36.787526,174.758219,New Zealand
Conifer Grove Accupuncture and Therapies,Clinic,,,,-37.046719,174.910305,New Zealand
Connolly Street Medical,Clinic,,,,-41.204287,174.912157,New Zealand
Cromwell Medical Centre,Clinic,,,,-45.037734,169.196195,New Zealand
Da Vinci Clinic,Clinic,,,,-37.703077,176.153821,New Zealand
Darfield Medical Centre,Clinic,,,,-43.48711,172.117286,New Zealand
Dialysis Unit - Ballantyne House,Clinic,,,,-39.629654,176.825298,New Zealand
Dilworth Hearing,Clinic,,,,-36.875076,174.784341,New Zealand
Dilworth Hearing,Clinic,,,,-36.881295,174.772163,New Zealand
Dilworth Hearing,Clinic,,,,-41.2889,174.761782,New Zealand
Directions Youth Health Centre,Clinic,,,"305 Omahu Road, Hastings, 4120",-39.627023,176.826777,New Zealand
Doctor Physio and Podiatry,Clinic,,,,-35.687137,174.326428,New Zealand
Dr Downey Dermatologist,Clinic,+64 9 479 6453,info@advancedskincare.co.nz,14/326 Sunset Road,-36.746566,174.739161,New Zealand
Dr. Weng Key Chan - Otahuhu Family Doctors,Clinic,,,29 Mason Avenue,-36.944136,174.84062,New Zealand
Ear Health,Clinic,,,557 Hillside Road,-45.898177,170.486941,New Zealand
Ear Health Riccarton,Clinic,,,"275 Riccarton Road, Christchurch, 8041, NZ",-43.531298,172.583506,New Zealand
Ear Health Tauranga,Clinic,,,"55A Edgecumbe Road, 3110",-37.694488,176.158546,New Zealand
East Coast Bays Veterinary Clinic,Clinic,,,"852 East Coast Road, Auckland, 0630",-36.71725,174.724237,New Zealand
Eastcare Urgent Care,Clinic,+64 9 277 1516,,,-36.922382,174.913524,New Zealand
Endocopy Auckland,Clinic,,,148 Gillies Avenue,-36.880126,174.772674,New Zealand
Epsom Eye Care,Clinic,,,,-36.88535,174.775774,New Zealand
Essential Mens Clinic,Clinic,,,,-36.887503,174.799108,New Zealand
Etu Pasifika,Clinic,+64 3 365 1002,clinic@etupasifika.co.nz,"173 Montreal Street, Christchurch, 8011, NZ",-43.538426,172.630289,New Zealand
Evolve Physiotherapy,Clinic,,,"1/287 Botany Road, Auckland, 2013",-36.923531,174.912564,New Zealand
Eye Clinic,Clinic,,,,-36.893401,174.780327,New Zealand
Eye Institute,Clinic,,,,-36.87438,174.783299,New Zealand
Eye Surgeons,Clinic,,,,-37.888953,175.453946,New Zealand
Face Doctors,Clinic,,,,-36.887516,174.799061,New Zealand
Family Planning,Clinic,+64 9 524 3341,,,-36.866596,174.777053,New Zealand
Fixme Clinic,Clinic,,,,-36.856153,174.62887,New Zealand
Flat Bush Medical Centre,Clinic,,,,-36.974879,174.923008,New Zealand
Flexa Clinic,Clinic,+64 9 481 0670,,,-36.798836,174.744585,New Zealand
Forte 2,Clinic,,,,-43.526359,172.63841,New Zealand
Franz Josef Clinic,Clinic,,,"97 Cron Street, Franz Josef",-43.382183,170.18672,New Zealand
Fraser Clinic,Clinic,+64 7 578 9495,enquiry@fraserclinic.co.nz,"64 Fraser Street, Tauranga, NZ",-37.703773,176.16271,New Zealand
Gain Health Centre,Clinic,,,"723 Fergusson Drive, Upper Hutt, 5018",-41.125384,175.058275,New Zealand
Great Wall Health Centre,Clinic,,,,-36.857893,174.759367,New Zealand
Greenlane - Penrose Optometrist,Clinic,,,,-36.899384,174.803525,New Zealand
Hamilton East Medical Centre,Clinic,,,"16 Beale Street, 3216",-37.789584,175.292913,New Zealand
Hamilton Eye Clinic,Clinic,,,,-37.792852,175.28955,New Zealand
Hamilton Lake Clinic,Clinic,,,,-37.796117,175.28107,New Zealand
Hamilton Radiology,Clinic,,,,-37.757566,175.246876,New Zealand
Hamilton Sexual Health Clinic,Clinic,+64 7 839 8732,,"3 Ohaupo Road, 3204",-37.805268,175.279906,New Zealand
Hand Therapy,Clinic,,,,-38.669826,178.025119,New Zealand
Hania Street Clinic,Clinic,,,,-41.298559,174.783403,New Zealand
Hanmer Springs Health Centre,Clinic,+64 3 315 7503,,"59 Jacks Pass Road, Hanmer Springs",-42.519173,172.822617,New Zealand
Hari Hari Health Centre,Clinic,,,,-43.149833,170.558642,New Zealand
Harley Street Medical,Clinic,+64 3 548 2763,,,-41.27311,173.287734,New Zealand
Hastings Health Centre (Urgent Care Center),Clinic,,,,-39.637649,176.844695,New Zealand
Haven Health Collective,Clinic,,info@havenhealthcollective.com,127 Hardy Street,-41.274108,173.282176,New Zealand
Headway House,Clinic,,,,-36.882713,174.775411,New Zealand
Health & Sport Central,Clinic,,,"591 Colombo Street, Christchurch, 8011, NZ",-43.536623,172.636449,New Zealand
Hearing Association,Clinic,,,Memorial Avenue,-44.407355,171.254438,New Zealand
Hearo,Clinic,,,,-37.889044,175.453941,New Zealand
High Street City Health,Clinic,+64 3 341 8780;+64 3 341 8785,doctors@cityhealth.org.nz,"62 Riccarton Road, Christchurch, 8011, NZ",-43.529093,172.605501,New Zealand
Highland Park Medical Centre,Clinic,,,"14 Highland Park Drive, Highland Park, 2010",-36.899859,174.907846,New Zealand
Hobsonville Optometrists,Clinic,,,,-36.797964,174.649361,New Zealand
Horizon Radiology,Clinic,,,199C Lincoln Road,-36.860136,174.630821,New Zealand
Howick Village Optometrists,Clinic,,,"94 Picton Street, 2014",-36.894483,174.932493,New Zealand
Hutt Union and Community Health Service Pomare,Clinic,+64 4 567 6414,admin@huchs.org.nz,"51 Farmer Crescent, Lower Hutt, 5011",-41.167646,174.96983,New Zealand
INP Medical Clinic,Clinic,+64 3 546 8155,info@inp.co.nz,"18 Nile Street West, Nelson",-41.276353,173.282075,New Zealand
Ilam Medical Centre,Clinic,+64 3 351 6198,,"110 Memorial Avenue, Christchurch, 8053",-43.511961,172.580221,New Zealand
Illumen,Clinic,,,,-36.848397,174.747314,New Zealand
Institute of Sport Physiotherapy,Clinic,,,,-36.923456,174.783611,New Zealand
Insudang Oriental Medical Clinic,Clinic,,,,-36.741446,174.712179,New Zealand
Integrated Health Care,Clinic,,,,-43.561357,172.623029,New Zealand
Intensive Health Therapy,Clinic,+64 4 384 4006,,,-41.294729,174.774019,New Zealand
Intermed,Clinic,,,,-36.740412,174.728201,New Zealand
International Skin Care Clinic,Clinic,,,10/10 Wellington Street,-36.894333,174.930873,New Zealand
Johnsonville Medical Centre,Clinic,,,,-41.221831,174.806236,New Zealand
Juliet Avenue Surgery,Clinic,,,,-36.895036,174.91684,New Zealand
K'Road Medical Centre,Clinic,,,,-36.857739,174.757116,New Zealand
Karaka Medical Specialists,Clinic,,,,-37.074207,174.922981,New Zealand
Karamea Health Clinic,Clinic,+64 3 782 6710,,"Waverley Street, Karamea",-41.249171,172.119759,New Zealand
Karori Medical Centre,Clinic,,,,-41.284049,174.736851,New Zealand
Karori Village Health Centre,Clinic,,,"146 Karori Road, Wellington, 6012",-41.282099,174.745873,New Zealand
Kathleen Kilgour Centre,Clinic,,,,-37.708098,176.146203,New Zealand
Kauri Healthcare,Clinic,+64 6 357 4424,,"619 Featherston Street, Palmerston North",-40.33788,175.631641,New Zealand
Kererū Kidney Centre,Clinic,,,,-36.882274,174.860699,New Zealand
Kilbirnie Medical Centre,Clinic,,,"21 Mahora Street, Wellington, 6022",-41.319559,174.797324,New Zealand
Knee and Spinal Clinic,Clinic,,,,-37.704217,176.152746,New Zealand
Kopata Medical Centre,Clinic,,,,-41.209078,174.908872,New Zealand
Korowai Aroha,Clinic,,,,-38.138093,176.24743,New Zealand
Koru Clinic,Clinic,,,,-36.950119,174.624319,New Zealand
Kowhai Clinic,Clinic,,,424 Glenfield Road,-36.782649,174.72053,New Zealand
Lakeside Specialist Centre,Clinic,,,17 Shea Terrace,-36.783145,174.758101,New Zealand
Levin Family Health,Clinic,,,"130 Speldhurst Parade, Levin",-40.654467,175.274206,New Zealand
Lifestyle Physiotherapy,Clinic,+64 7 850 5950,,,-37.757402,175.24726,New Zealand
Local Doctors,Clinic,,,,-36.969979,174.78539,New Zealand
Local Doctors,Clinic,,,,-36.971201,174.798339,New Zealand
Local Doctors,Clinic,,,,-36.949034,174.905619,New Zealand
Lower Queen Street Health,Clinic,,,"355 Lower Queen Street, Richmond",-41.335261,173.179605,New Zealand
MSM Pain Clinic,Clinic,,,,-39.924069,175.040504,New Zealand
MacMurray Centre,Clinic,,,"122 Heaton Street, Christchurch, 8052",-43.510897,172.616597,New Zealand
Manukau City Health Centre,Clinic,,,,-36.993852,174.882246,New Zealand
Marvel Health and Beauty,Clinic,,,,-36.862376,174.648835,New Zealand
Matariki Continuing Care,Clinic,,,,-38.018455,175.327303,New Zealand
Maui Clinic,Clinic,,,,-43.542932,172.524492,New Zealand
Maungakiekie Clinic,Clinic,+64 9 520 0925,,4 Puriri Avenue,-36.892187,174.795113,New Zealand
Mental Health Services - Ngā Rau Rākau,Clinic,,,,-39.629229,176.825319,New Zealand
Mercy Radiology,Clinic,,,,-36.790973,174.763854,New Zealand
Mercy Radiology PET & CT,Clinic,,,Gilgit Road,-36.873241,174.77114,New Zealand
Michael Barnes Spine Surgeon,Clinic,+64 9 520 0208,,,-36.864985,174.775707,New Zealand
Mission Health,Clinic,,,,-37.771634,175.282467,New Zealand
Molemap,Clinic,,,"301 Lincoln Road, 0610",-36.853478,174.630478,New Zealand
Morrow Street Clinic,Clinic,,,,-36.870578,174.776586,New Zealand
Motueka Maternity Clinic,Clinic,,,,-41.12988,173.008275,New Zealand
Mountainview Medical Centre,Clinic,+64 6 278 0104,admin@mvmedical.co.nz,"78 Argyle Street, Hāwera, 4610",-39.58733,174.280006,New Zealand
Muritai Health Centre,Clinic,,,,-41.290479,174.898588,New Zealand
Musselburgh Medical Center,Clinic,,,"59A Musselburgh Rise, Dunedin",-45.897439,170.515488,New Zealand
Napier Health Centre,Clinic,,,76 Wellesley Road,-39.495479,176.913279,New Zealand
Nelson City Medical Centre,Clinic,,,"125 Collingwood Street, Nelson, NZ",-41.27478,173.287419,New Zealand
Nelson Family Medicine,Clinic,+64 3 548 0918,office@nelsonfamilymedicine.co.nz,"132 Collingwood Street, Nelson, 7010",-41.275052,173.286352,New Zealand
New Hope Chinese Medical Clinic,Clinic,,,,-36.714218,174.746767,New Zealand
New Zealand Blood Service Donor Centre,Clinic,,,,-36.881714,174.783789,New Zealand
New Zealand Blood Service Donor Centre,Clinic,,,,-37.684922,176.1662,New Zealand
New Zealand Blood Service Donor Centre,Clinic,,,,-37.807813,175.280712,New Zealand
New Zealand Red Cross,Clinic,,,,-37.725694,176.13224,New Zealand
New Zealand Red Cross,Clinic,,,,-38.011373,175.325344,New Zealand
Newlands Medical Centre,Clinic,,,,-41.223298,174.821614,New Zealand
Newton Medical Centre,Clinic,,,,-36.857827,174.756848,New Zealand
North Shore Dialysis Centre,Clinic,+64 9 440 6930,,122 Shakespeare Road,-36.7802,174.755951,New Zealand
North Shore Sexual Health Service,Clinic,,,,-36.78345,174.720865,New Zealand
North West Medical Centre,Clinic,,,,-36.774826,174.555571,New Zealand
North West Radiology,Clinic,,,,-36.774801,174.55556,New Zealand
Northland Orthopedic Centre,Clinic,,,,-35.709392,174.319349,New Zealand
OPSM,Clinic,,,,-36.850767,174.858403,New Zealand
OPSM,Clinic,,,,-36.715874,174.748012,New Zealand
Odyssey,Clinic,,,,-36.905339,174.685575,New Zealand
One Six One,Clinic,,,161 Gillies Avenue,-36.8801,174.771506,New Zealand
Opunake Medical Centre,Clinic,+64 6 7617 324,opunake@coastalmedical.nz,,-39.454012,173.860221,New Zealand
Ora Toa Takapūwāhia,Clinic,,,,-41.124748,174.835942,New Zealand
Orewa Chiropractic,Clinic,+64 9 426 4545,,,-36.585476,174.693032,New Zealand
Orewa House,Clinic,,,,-36.574579,174.68929,New Zealand
Ormiston Medical Centre,Clinic,,,,-36.966156,174.913303,New Zealand
Orthotic Centre,Clinic,,,,-37.796625,175.281169,New Zealand
Orthotic House,Clinic,+64 7 838 0606,info@orthotichouse.co.nz,"60 Lake Road, Hamilton, 3204",-37.78853,175.267715,New Zealand
Otahuhu Family Practice,Clinic,,,"121 Church Street, Auckland, 1062",-36.944754,174.84678,New Zealand
Otahuhu Medical Center - Ahmad,Clinic,,,"Park Avenue, Otahuhu, 1062",-36.945635,174.844616,New Zealand
Pacfiic Radiology,Clinic,,,,-37.796276,175.281134,New Zealand
Pahia Medical,Clinic,,,,-35.281295,174.09145,New Zealand
Papamoa Optometrists,Clinic,+64 7 542 0200,eyes@papopt.co.nz,"25 Domain Road, Papamoa, NZ",-37.701361,176.285058,New Zealand
Paraparaumu Medical Centre,Clinic,,,,-40.916965,174.997598,New Zealand
Parua Bay Medical Centre,Clinic,+64 9 436 0789,,,-35.76936,174.478932,New Zealand
Pasefika Family Health Group,Clinic,0800 33 22 03,,140 Queens Road,-36.900359,174.856168,New Zealand
Pathlab Mt Maunganui,Clinic,+64 7 578 7073,,,-37.674869,176.2286,New Zealand
Peak Pilates and Physiotherapy,Clinic,,,,-36.925609,174.912539,New Zealand
Pegasus Medical Centre,Clinic,,,,-43.314018,172.69777,New Zealand
Pegasus Primary Mental Health Services,Clinic,,,,-43.521614,172.642214,New Zealand
Peninsula Medical Centre,Clinic,,,,-41.31625,174.814916,New Zealand
Peninsula Physiotherapy,Clinic,,,,-36.854707,174.650624,New Zealand
Physio Connect,Clinic,,,,-36.869795,174.711038,New Zealand
Physio Connect,Clinic,,,,-36.799052,174.645603,New Zealand
Physiotherapy,Clinic,,,,-36.912979,174.728079,New Zealand
Physiotherapy and Pilates,Clinic,,,,-37.74264,176.1237,New Zealand
Piritahi Hau Ora,Clinic,,,,-36.789935,175.008309,New Zealand
Plunket,Clinic,,,,-36.800934,174.746969,New Zealand
Plunket,Clinic,+64 9 838 0981,aucklandcity@plunket.org.nz,,-36.745836,174.73646,New Zealand
Plunket,Clinic,+64 9 838 0981,aucklandcity@plunket.org.nz,,-36.758572,174.741138,New Zealand
Plunket,Clinic,,,,-41.287135,174.762331,New Zealand
Plunket Clinic,Clinic,,,,-43.568255,172.645921,New Zealand
Point Chevalier Chiropractic,Clinic,,,,-36.870058,174.711096,New Zealand
Porirua Union & Community Health Service,Clinic,+64 (4) 237 4207,reception@puchs.org.nz,221 Bedford Street,-41.142606,174.864862,New Zealand
Pukekohe Family Health Care,Clinic,,,,-37.20099,174.900497,New Zealand
Raglan Medical,Clinic,+64 7 825 0114,admin@raglanmedical.co.nz,"9 Wallis Street, Raglan, 3225",-37.799397,174.869296,New Zealand
Ranfurly Medical Center,Clinic,,,"235 Manukau Road, Auckland, 1023",-36.884777,174.775334,New Zealand
Rathbone Clinic,Clinic,,,17 Robert Street,-35.723816,174.321254,New Zealand
Re+Energise Physiotherapy,Clinic,+64 7 542 2396,info@reenergisephysio.co.nz,"130 Parton Road, Papamoa, NZ",-37.712766,176.3111,New Zealand
Red Cross,Clinic,,,,-38.130717,176.249713,New Zealand
Redicare Medical Centre,Clinic,,,,-37.783597,175.273352,New Zealand
Revive + Thrive,Clinic,,,,-37.95049,176.997592,New Zealand
Riccarton Clinic,Clinic,+64 3 343 3661,,"4 Yaldhurst Road, Christchurch, 8041, NZ",-43.531544,172.571828,New Zealand
Riverton Medical Centre,Clinic,,,,-46.349818,168.01674,New Zealand
Rodger Wright Centre,Clinic,+64 3 365 2293,,"10 Washington Way, Christchurch, 8011",-43.540254,172.643647,New Zealand
Rolleston Central Health,Clinic,,,,-43.593984,172.387682,New Zealand
Rototuna Physiotherapy Clinic,Clinic,,,,-37.730831,175.279998,New Zealand
Ruatah Medical Centre,Clinic,,,,-38.1376,176.248053,New Zealand
Ruru Remedial Care,Clinic,,,,-41.272372,173.281878,New Zealand
Saint Lukes Foot Clinic,Clinic,,,,-36.884306,174.733113,New Zealand
Saint Lukes Osteopath,Clinic,,,85 St Lukes Road,-36.884356,174.733502,New Zealand
Saint Martins Medical Practice,Clinic,+64 3 337 0991,,,-43.559339,172.654394,New Zealand
Selwyn Health Hub,Clinic,,,,-43.591926,172.382943,New Zealand
Sexual Health Clinic,Clinic,,,,-43.531019,172.578591,New Zealand
Sexual Health Clinic,Clinic,,,,-39.636893,176.844051,New Zealand
Sexual Wellbeing Aotearoa,Clinic,+64 7 810 6610,,"9 Washington Way, Christchurch, 8011, NZ",-43.540874,172.64365,New Zealand
She long Chinese Medicine Clinic,Clinic,,,,-36.898215,174.697209,New Zealand
Shorecare,Clinic,,,"74 Taharoto Road, Takapuna, 0622",-36.784603,174.75313,New Zealand
Silverdale Medical and Surgical,Clinic,,,,-36.613415,174.684411,New Zealand
Skin Clinic,Clinic,,,85 Hatea Drive,-35.711553,174.326249,New Zealand
Skin Health Clinic,Clinic,,,4A Wellington Street,-36.894171,174.93061,New Zealand
Skin Institute,Clinic,,,,-36.874443,174.78324,New Zealand
Skin center,Clinic,,info@skincentre.com,"207 Bridge Street, 7010",-41.272495,173.290118,New Zealand
Skinspots Skin Cancer Clinic,Clinic,+64 7 574 3799,clinic@skinspots.co.nz,,-37.674566,176.227847,New Zealand
Skintel,Clinic,+64 9 242 2333,reception@skintel.co.nz,"11 Apollo Drive, Auckland, 0632",-36.744839,174.734692,New Zealand
Skintopia,Clinic,,,375 Dominion Road,-36.8804,174.749458,New Zealand
Sleep Well Clinic,Clinic,,,124B Bridge Street,-41.27292,173.285806,New Zealand
Snip Vasectomy,Clinic,0800 377 647,,,-41.307764,174.778273,New Zealand
Southern Physiotherapy Ltd.,Clinic,,,,-37.070698,174.942829,New Zealand
Sports Med Physiotherapy,Clinic,,,,-37.77738,175.269093,New Zealand
Stewart Island Health Centre,Clinic,+64 3 219 1098,,7 Argyle Street,-46.89874,168.127216,New Zealand
Stonefields Medical Centre,Clinic,,,"40 Stonefields Avenue, Auckland, 1072",-36.887088,174.844509,New Zealand
Straven Medical,Clinic,,,,-43.528577,172.602372,New Zealand
Student Health,Clinic,+64 4 463 5308,,,-41.2885,174.769542,New Zealand
Su's Clinic of Traditional Chinese Medicine,Clinic,,,Fifth Avenue,-37.772759,175.294351,New Zealand
Takanini Surgery,Clinic,,,,-37.039939,174.915293,New Zealand
Tauranga Eye Specialists,Clinic,+64 7 578 7508,info@teye.co.nz,25 Park Street,-37.678919,176.16771,New Zealand
Te Aroha Noa Medical Centre,Clinic,,,83 Bank Street,-35.723481,174.319427,New Zealand
Te Kāika Wellbeing Hub,Clinic,,,25 College Street,-45.897104,170.479508,New Zealand
Te Puke Physiotherapy,Clinic,,,,-37.78486,176.325811,New Zealand
Te Waiora Medical Centre,Clinic,,,,-40.466942,175.279689,New Zealand
Te Whare Karaka,Clinic,,,,-36.787951,174.757733,New Zealand
Te Whare Marie,Clinic,,,,-41.144546,174.841456,New Zealand
Te Whare Ra Uta,Clinic,,,,-41.1472,174.835,New Zealand
Tend Kingsland Medical Centre,Clinic,,,,-36.868507,174.75175,New Zealand
Tend Symonds Street Medical Centre,Clinic,,,"Ground/57 Symonds Street, Auckland, 1010",-36.856577,174.765103,New Zealand
The Birthing Centre (117 Ruahine Street),Clinic,,,,-40.341287,175.623879,New Zealand
The Centre for Health,Clinic,,,,-37.68923,176.163906,New Zealand
The Cosmetic Clinic,Clinic,+64 3 265 0660,,"Christchurch, 8041, NZ",-43.531472,172.596816,New Zealand
The Doctors Total Health,Clinic,,,"252 The Strand, Whakatane, 3120",-37.952171,176.992999,New Zealand
The Ear Clinic,Clinic,,,"7 Woodford Avenue, Auckland, 0610",-36.867544,174.629798,New Zealand
The Fono,Clinic,,,297 Blockhouse Bay Road,-36.908233,174.701571,New Zealand
The Life Clinic,Clinic,,,,-37.709856,176.156208,New Zealand
The Merivale Clinic,Clinic,,,,-43.51141,172.621379,New Zealand
The Nelson Clinic,Clinic,+64 3 548 3536,,"42 Waimea Road, 7010",-41.282091,173.27809,New Zealand
The Palms Medical Centre,Clinic,,,,-40.356185,175.619112,New Zealand
The Practice,Clinic,,,,-36.90921,174.883653,New Zealand
The Skin Science Clinic,Clinic,,,,-36.925243,174.920754,New Zealand
The Sports and Pain Clinic,Clinic,+64 4 831 1006,,354 Lambton Quay,-41.28631,174.776012,New Zealand
The Studio,Clinic,,,,-45.019495,168.662975,New Zealand
The nutrition clinic,Clinic,,,"3/91 Bridge Street, Napier, 4110",-39.480025,176.898159,New Zealand
Three Kings Accident and Medical,Clinic,+64 9 625 2999,scripts@threekings.co.nz,,-36.908597,174.755236,New Zealand
